states_uts,district,year,rape,custodial_rape,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_abduction_total,kidnaping_abduction,kidnaping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_abduction_of_women_to_compel_her_for_marriage,kidnaping_abduction_others,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty_total,sexual_harassment,assault_on_women_with_intent_to_disrobe,voyeurism,stalking,others,insult_to_the_modesty_of_women_total,at_office_premises,in_places_related_to_work,in_public_transport_system,in_other_places,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,deaths_caused_with_intent_to_cause_miscarriage,causing_miscarriage_without_consent_of_women,dacoity_total,dacoity_with_murder,other_dacoity,robbery,arson,humantrafficking,abetment_of_suicides_of_women,unnatural_offences,other_ipc_crimes,dowry_prohibition_act_1961,indecent_representation_of_women_p_act_1986,commission_of_sati_prevention_act_1987,protection_of_women_from_domestic_violence_act_2005,immoral_traffic_prevention_act,itp_under_section_5,itp_under_section_6,itp_under_section_7,itp_under_section_8,itp_under_other_sections,other_sll_crimes_against_women,total_crimes_against_women
Jharkhand,Dhanbad Railway,2014,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,false,0,0,0,0,0,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,14
Jharkhand,Dumka,2014,39,0,0,0,39,2,37,16,16,0,0,0,16,0,11,9,0,3,0,2,4,4,0,0,0,4,55,0,8,0,0,0,8,8,0,0,false,0,0,0,0,0,0,11,0,0,27,20,0,false,0,0,0,0,0,0,0,0,224
Jharkhand,Garhwa,2014,50,0,0,0,50,0,50,10,82,0,0,0,80,2,25,19,19,0,0,0,0,0,0,0,0,0,45,0,12,40,0,0,17,17,0,0,false,0,0,0,0,3,0,0,0,0,0,62,0,false,0,0,0,0,0,0,0,0,365
Jharkhand,Giridih,2014,58,0,0,0,58,0,58,27,0,0,0,0,0,0,40,39,39,0,0,0,0,0,0,0,0,0,176,0,5,4,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,150,2,false,1,0,0,0,0,0,0,0,502
Jharkhand,Godda,2014,34,0,0,0,34,0,34,0,17,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,98,0,false,0,0,0,0,0,0,0,0,209
Jharkhand,Gumla,2014,67,0,0,0,67,6,61,0,40,2,2,0,36,0,1,15,0,6,0,0,9,0,0,0,0,0,24,0,40,2,0,0,0,0,0,0,false,0,0,0,0,1,0,46,0,0,54,26,0,false,0,0,0,0,0,0,0,0,316
Jharkhand,Hazaribagh,2014,52,0,0,0,52,7,45,7,26,0,0,0,26,0,23,50,0,0,0,0,50,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,134,0,false,0,0,0,0,0,0,0,0,329
Jharkhand,Jamshedpur,2014,55,0,0,0,55,0,55,21,70,1,0,1,64,4,13,47,11,9,0,0,27,2,0,1,0,1,110,0,31,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,210,0,false,3,0,0,0,0,0,0,0,562
Jharkhand,Jamshedpur Railway,2014,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,false,0,0,0,0,0,0,1,0,0,1,1,0,false,0,0,0,0,0,0,0,0,12
Jharkhand,Jamtara,2014,27,0,0,0,27,1,26,19,24,7,0,0,14,3,10,29,1,22,0,0,6,0,0,0,0,0,70,2,1,1,0,0,1,0,0,1,false,0,0,0,0,0,1,0,0,0,0,35,0,false,0,1,0,1,0,0,0,0,221
Jharkhand,Khunti,2014,7,0,0,0,7,0,7,2,8,2,0,0,5,1,2,3,0,0,0,0,3,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,false,0,0,0,0,0,0,24,0,0,0,14,0,false,0,0,0,0,0,0,0,0,78
Jharkhand,Koderma,2014,15,0,0,0,15,0,15,0,15,0,0,0,13,2,16,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,false,0,2,1,1,1,0,0,0,0,0,36,0,false,0,0,0,0,0,0,0,2,127
Jharkhand,Latehar,2014,25,0,0,0,25,4,21,0,11,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,0,12,2,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,44,0,false,0,0,0,0,0,0,0,0,119
Jharkhand,Lohardagga,2014,43,0,0,0,43,0,43,0,19,0,0,0,19,0,2,5,0,0,0,0,5,0,0,0,0,0,24,0,15,10,0,0,0,0,0,0,false,0,0,0,0,0,1,0,0,0,0,18,0,false,0,0,0,0,0,0,0,0,137
Jharkhand,Pakur,2014,55,0,0,0,55,3,52,6,11,0,0,0,11,0,1,12,5,4,0,0,3,0,0,0,0,0,91,0,0,0,0,0,2,2,0,0,false,0,0,0,0,0,0,2,1,0,13,60,0,false,0,0,0,0,0,0,0,10,264
Jharkhand,Palamu,2014,44,0,0,0,44,4,40,6,23,0,0,0,23,0,19,15,15,0,0,0,0,0,0,0,0,0,42,0,16,15,4,1,5,5,0,0,false,0,0,0,0,0,2,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,193
Jharkhand,Ramgarh,2014,48,0,0,0,48,2,46,11,29,0,0,0,18,11,11,20,7,5,0,3,5,2,0,0,0,2,34,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,125,0,false,1,0,0,0,0,0,0,0,281
Jharkhand,Ranchi,2014,75,0,0,0,75,6,69,0,76,0,0,0,72,4,13,1,0,0,0,0,1,2,0,0,0,2,48,0,8,5,0,0,18,18,0,0,false,0,0,0,0,0,0,15,0,0,0,14,0,false,0,0,0,0,0,0,0,0,275
Jharkhand,Sahebganj,2014,87,0,0,0,87,7,80,0,40,0,0,0,40,0,4,20,0,0,0,0,20,0,0,0,0,0,75,0,8,0,0,0,0,0,0,0,false,0,0,0,0,0,0,2,0,0,0,80,0,false,0,0,0,0,0,0,0,0,316
Jharkhand,Saraikela,2014,31,0,0,0,31,1,30,38,7,0,0,1,2,4,7,27,0,0,0,0,27,0,0,0,0,0,27,0,0,0,0,0,3,3,0,0,false,0,0,0,0,0,1,0,0,0,0,38,0,false,0,0,0,0,0,0,0,0,179
Jharkhand,Simdega,2014,24,0,0,0,24,0,24,2,3,0,0,0,2,1,1,5,0,0,0,0,5,0,0,0,0,0,13,0,25,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,2,0,false,0,4,0,0,0,0,4,0,80
Jharkhand,Total,2014,1050,0,0,0,1050,52,998,208,885,26,2,2,819,36,350,440,114,65,0,5,256,18,0,1,0,17,1462,2,211,89,4,1,63,61,1,1,false,0,3,1,2,7,5,112,1,0,95,1538,2,false,5,11,6,1,0,0,4,25,6587
Karnataka,Bagalkot,2014,22,0,0,0,22,0,22,0,17,0,0,0,0,17,4,96,0,0,0,0,96,1,0,0,0,1,53,0,14,5,0,0,5,5,0,0,false,0,1,0,1,7,0,0,15,0,0,26,0,false,0,2,2,0,0,0,0,2,270
Karnataka,Bengaluru City,2014,104,0,0,0,104,8,96,4,618,565,0,4,11,38,57,680,53,8,4,19,596,57,1,2,1,53,490,0,83,62,0,0,23,22,0,1,false,0,5,0,5,603,3,7,80,0,719,774,0,false,0,213,69,2,24,14,104,280,4862
Karnataka,Bengaluru District,2014,60,0,0,0,60,0,60,0,69,0,0,0,69,0,22,135,0,0,0,0,135,0,0,0,0,0,97,0,10,0,0,0,2,2,0,0,false,0,0,0,0,47,0,0,0,0,0,40,0,false,0,8,0,0,0,0,8,0,490
Karnataka,Belagavi District,2014,59,0,0,0,59,0,59,1,23,0,0,0,6,17,4,233,23,0,0,2,208,4,0,2,0,2,162,0,26,34,1,0,26,26,0,0,false,0,3,0,3,23,1,0,9,0,175,9,0,false,0,1,0,0,0,0,1,0,794
Karnataka,Ballari,2014,48,0,0,0,48,0,48,0,13,4,0,0,3,6,12,121,0,0,0,0,121,0,0,0,0,0,72,0,27,18,3,0,32,32,0,0,false,0,3,0,3,25,0,0,0,0,0,81,0,false,0,5,0,0,0,0,5,0,460
Karnataka,Bidar,2014,33,0,0,0,33,0,33,8,42,4,0,0,16,22,10,82,0,0,0,0,82,11,0,0,0,11,106,0,17,8,1,1,0,0,0,0,false,0,0,0,0,19,0,0,3,0,11,29,0,false,0,5,4,1,0,0,0,26,412
Karnataka,Vijayapura,2014,45,0,0,0,45,0,45,0,14,5,0,0,2,7,7,127,24,21,0,2,80,0,0,0,0,0,122,0,24,28,0,0,0,0,0,0,false,0,0,0,0,36,0,0,0,0,0,3,0,false,0,3,0,0,0,0,3,0,409
Karnataka,Chikkaballapura,2014,36,0,0,0,36,0,36,0,13,0,0,0,4,9,10,106,0,0,0,0,106,8,0,0,0,8,26,0,14,12,0,0,5,4,1,0,false,0,1,0,1,16,0,0,12,0,0,37,0,false,0,6,6,0,0,0,0,0,302
Karnataka,Chamarajnagar,2014,11,0,0,0,11,0,11,0,18,8,0,1,3,6,5,92,2,21,0,1,68,1,0,0,0,1,15,0,6,5,4,0,3,3,0,0,false,0,0,0,0,0,0,1,0,0,0,6,0,false,0,2,0,0,0,0,2,0,169
Karnataka,Chikkamagaluru,2014,30,0,0,0,30,2,28,0,8,5,0,0,3,0,5,172,0,0,0,0,172,2,0,0,0,2,110,0,24,8,0,0,2,2,0,0,false,0,2,0,2,5,0,0,0,0,0,32,0,false,0,5,0,0,0,0,5,53,458
Karnataka,Chitradurga,2014,24,0,0,0,24,0,24,0,24,0,0,0,0,24,17,241,0,0,0,0,241,5,1,4,0,0,77,0,12,2,2,0,3,3,0,0,false,0,1,0,1,14,0,0,0,0,0,31,0,false,0,4,0,0,0,0,4,0,457
Karnataka,Dakshina Kannada,2014,40,0,0,0,40,1,39,1,6,2,0,0,2,2,1,70,8,2,0,2,58,4,0,1,0,3,32,0,10,7,0,0,3,3,0,0,false,0,0,0,0,10,2,0,1,0,1,4,0,false,0,2,2,0,0,0,0,0,194
Karnataka,Davanagere,2014,40,0,0,0,40,1,39,0,53,24,0,0,15,14,9,211,27,57,0,2,125,2,0,0,0,2,87,0,28,17,0,0,8,8,0,0,false,0,0,0,0,30,0,0,17,0,2,62,0,false,0,3,3,0,0,0,0,0,569
Karnataka,Dharwad,2014,23,0,0,0,23,0,23,0,6,6,0,0,0,0,3,32,4,0,0,2,26,0,0,0,0,0,15,0,10,4,0,1,4,4,0,0,false,0,0,0,0,3,0,0,0,0,0,4,0,false,0,0,0,0,0,0,0,0,105
Karnataka,Gadag,2014,15,0,0,0,15,0,15,0,9,0,0,0,0,9,2,31,0,0,0,0,31,0,0,0,0,0,22,0,4,1,0,0,0,0,0,0,false,0,0,0,0,0,0,0,7,1,0,10,0,false,0,1,1,0,0,0,0,0,103
Karnataka,Kalaburgi,2014,53,0,0,0,53,2,51,0,37,0,0,0,7,30,14,145,0,0,0,0,145,11,0,0,0,11,127,0,22,17,0,0,24,24,0,0,false,0,2,0,2,16,0,0,2,0,82,49,0,false,0,8,0,0,0,0,8,0,609
Karnataka,Hassan,2014,63,0,0,0,63,1,62,0,43,0,0,0,0,43,11,251,0,0,0,0,251,0,0,0,0,0,103,0,21,24,0,0,0,0,0,0,false,0,0,0,0,16,0,0,0,0,0,17,0,false,0,15,0,0,0,0,15,0,564
Karnataka,Haveri,2014,40,0,0,0,40,0,40,0,12,0,0,0,0,12,10,94,0,0,0,0,94,3,0,0,0,3,44,0,21,0,0,0,0,0,0,0,false,0,0,0,0,4,0,0,13,0,0,21,0,false,0,3,0,0,0,0,3,0,265
Karnataka,Hubballi Dharwad City,2014,21,0,0,0,21,0,21,0,28,0,0,0,2,26,7,31,3,0,0,0,28,3,0,0,0,3,39,0,11,10,0,0,4,4,0,0,false,0,0,0,0,55,0,1,5,0,7,0,0,false,0,10,9,0,0,1,0,0,232
Karnataka,K.G.F.,2014,20,0,0,0,20,1,19,1,8,5,0,0,1,2,1,21,5,1,0,1,14,1,0,0,0,1,14,0,6,5,0,0,1,1,0,0,false,0,0,0,0,11,1,0,1,0,0,16,0,false,0,0,0,0,0,0,0,1,108
Karnataka,Kodagu,2014,25,0,0,0,25,0,25,0,6,0,0,0,0,6,1,60,0,0,0,0,60,5,1,0,0,4,40,0,11,3,0,0,4,4,0,0,false,0,0,0,0,5,1,0,0,0,0,3,0,false,0,2,0,0,0,0,2,0,166
Karnataka,Kolar,2014,32,0,0,0,32,1,31,0,6,0,0,0,3,3,8,67,13,7,0,3,44,0,0,0,0,0,21,0,8,6,0,0,0,0,0,0,false,0,0,0,0,11,0,0,0,0,0,18,0,false,0,0,0,0,0,0,0,0,177
Karnataka,Koppal,2014,28,0,0,0,28,0,28,0,31,0,0,0,0,31,4,34,0,0,0,0,34,0,0,0,0,0,50,0,2,0,0,0,20,20,0,0,false,0,0,0,0,6,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,175
Karnataka,Mandya,2014,36,0,0,0,36,0,36,2,61,42,0,0,7,12,11,278,0,0,0,0,278,12,0,0,0,12,143,0,15,18,1,0,8,8,0,0,false,0,0,0,0,44,1,0,0,0,0,26,0,false,0,11,0,0,0,6,5,0,667
Karnataka,Mangaluru City,2014,25,0,0,0,25,0,25,0,10,0,0,0,0,10,1,72,0,0,0,0,72,2,0,0,0,2,56,0,7,4,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,35,0,false,0,0,0,0,0,0,0,0,212
Karnataka,Mysuru City,2014,41,0,0,0,41,0,41,1,23,0,0,3,9,11,3,87,10,21,2,4,50,4,0,0,0,4,51,0,11,8,0,0,2,2,0,0,false,0,1,0,1,48,0,0,0,0,0,112,0,false,0,33,0,0,0,0,33,0,425
Karnataka,Mysuru District,2014,41,0,0,0,41,0,41,0,49,0,0,0,5,44,20,201,0,0,0,0,201,5,0,0,0,5,107,0,20,1,0,0,0,0,0,0,false,0,0,0,0,5,3,0,0,0,0,23,0,false,0,13,0,0,13,0,0,0,488
Karnataka,Raichur,2014,55,0,0,0,55,1,54,2,30,12,0,0,6,12,5,198,0,0,0,0,198,4,0,0,0,4,134,0,29,6,1,0,0,0,0,0,false,0,0,0,0,6,0,0,11,0,0,73,0,false,0,3,0,0,0,0,3,0,557
Karnataka,K.Railways,2014,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,9,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,13
Karnataka,Ramanagar,2014,43,0,0,0,43,2,41,0,45,28,0,0,15,2,12,142,0,0,0,0,142,0,0,0,0,0,60,0,36,5,1,0,12,12,0,0,false,0,0,0,0,34,1,0,0,0,0,37,0,false,0,5,0,0,0,0,5,0,433
Karnataka,Shimoga,2014,58,0,0,0,58,2,56,0,47,38,0,0,1,8,8,404,0,0,0,11,393,7,0,0,0,7,228,0,22,8,0,0,2,1,1,0,false,0,0,0,0,23,0,2,15,0,0,0,0,false,0,3,3,0,0,0,0,0,827
Karnataka,Tumakuru,2014,36,0,0,0,36,0,36,0,27,0,0,0,0,27,15,242,12,0,0,0,230,8,0,0,0,8,87,0,23,18,0,0,2,2,0,0,false,0,0,0,0,27,0,1,15,0,0,58,0,false,0,12,0,0,0,0,12,1,572
Karnataka,Udupi,2014,28,0,0,0,28,0,28,0,2,0,0,0,0,2,3,111,48,19,1,8,35,1,0,0,0,1,57,0,8,1,0,0,0,0,0,0,false,0,1,0,1,21,0,0,1,0,12,44,0,false,0,2,1,0,0,0,1,0,292
Karnataka,Uttara Kannada,2014,25,0,0,0,25,1,24,1,22,20,0,0,0,2,0,154,8,6,1,2,137,6,0,0,0,6,56,0,9,5,0,0,2,2,0,0,false,0,0,0,0,18,0,0,8,0,1,16,0,false,0,2,0,1,0,0,1,0,325
Karnataka,Yadgiri,2014,41,0,0,0,41,2,39,1,21,0,0,0,18,3,2,148,1,0,0,3,144,0,0,0,0,0,48,0,12,2,0,0,0,0,0,0,false,0,0,0,0,4,0,0,5,0,0,16,0,false,0,0,0,0,0,0,0,0,300
Karnataka,Belagavi City,2014,22,0,0,0,22,0,22,0,16,1,0,0,2,13,8,85,3,0,0,2,80,3,0,0,0,3,72,0,9,8,0,0,8,7,0,1,false,0,3,0,3,67,0,1,2,0,2,18,0,false,0,6,4,0,2,0,0,1,331
Karnataka,Total,2014,1324,0,0,0,1324,25,1299,22,1457,769,0,8,210,470,313,5263,253,163,8,64,4775,170,3,9,1,157,3025,0,612,360,14,2,205,201,2,2,false,0,23,0,23,1259,13,13,222,1,1012,1730,0,false,0,388,104,4,39,21,220,364,17792
Kerala,Alapuzha,2014,61,0,0,0,61,0,61,0,7,0,0,0,7,0,0,245,41,5,0,0,199,10,0,0,0,10,261,0,3,1,1,1,1,1,0,0,false,0,0,0,0,22,0,0,4,0,0,0,1,false,3,10,0,0,10,0,0,0,631
Kerala,Ernakulam Commr.,2014,64,0,0,0,64,0,64,2,1,0,0,0,1,0,0,158,158,0,0,0,0,18,0,0,0,18,166,0,5,5,0,0,6,6,0,0,false,0,0,0,0,8,0,3,0,0,67,0,4,false,2,44,0,0,0,44,0,77,630
Kerala,Ernakulam Rural,2014,71,0,0,0,71,0,71,1,6,0,0,0,0,6,0,224,29,0,0,0,195,37,0,0,0,37,169,0,5,6,2,1,7,7,0,0,false,0,0,0,0,4,0,0,1,1,223,1,0,false,18,17,0,0,16,0,1,29,823
Kerala,Idukki,2014,71,0,0,0,71,0,71,2,7,0,0,0,4,3,2,186,26,160,0,0,0,12,0,0,0,12,160,0,5,2,0,0,2,2,0,0,false,0,0,0,0,0,1,0,0,1,0,0,0,false,4,0,0,0,0,0,0,27,482
Kerala,Kannur,2014,59,0,0,0,59,0,59,3,6,0,0,0,6,0,1,222,26,13,0,1,182,10,0,0,0,10,330,0,9,2,0,7,10,10,0,0,false,0,0,0,0,11,0,0,1,0,290,0,0,false,0,3,0,0,0,0,3,68,1032
Kerala,Kasargod,2014,59,0,0,0,59,1,58,0,7,2,0,0,0,5,0,123,16,0,0,3,104,4,0,0,0,4,210,0,4,2,1,0,4,4,0,0,false,0,0,0,0,7,0,0,0,0,187,0,0,false,1,0,0,0,0,0,0,29,638
Kerala,Kollam Commr.,2014,78,0,0,0,78,0,78,0,8,0,0,0,8,0,1,287,287,0,0,0,0,13,0,0,0,13,296,0,6,4,0,2,0,0,0,0,false,0,0,0,0,3,0,0,8,2,9,1,1,false,17,1,0,0,0,0,1,21,758
Kerala,Kollam Rural,2014,81,0,0,0,81,0,81,0,15,0,0,0,15,0,2,240,0,0,0,0,240,7,0,0,0,7,276,0,8,2,0,2,12,12,0,0,false,0,0,0,0,2,4,0,0,0,0,0,0,false,9,0,0,0,0,0,0,0,660
Kerala,Kottayam,2014,75,0,0,0,75,1,74,0,9,0,0,0,8,1,0,204,41,158,0,0,5,19,2,3,2,12,182,0,7,8,1,4,4,3,1,0,false,0,0,0,0,10,2,0,0,3,0,0,0,false,11,0,0,0,0,0,0,0,539
Kerala,Kozhikode Commr.,2014,35,0,0,0,35,0,35,2,2,1,0,0,0,1,1,107,6,0,0,1,100,9,0,0,0,9,184,0,2,0,0,1,3,3,0,0,false,0,0,0,0,35,0,0,3,0,172,0,0,false,0,0,0,0,0,0,0,37,593
Kerala,Kozhikode Rural,2014,52,0,0,0,52,2,50,6,7,0,0,0,3,4,0,226,95,2,3,4,122,5,0,0,1,4,307,0,2,4,0,18,2,2,0,0,false,0,0,0,0,12,0,0,1,3,58,0,0,false,4,0,0,0,0,0,0,10,717
Kerala,Malappuram,2014,103,0,0,0,103,0,103,0,3,0,0,0,3,0,1,346,10,0,0,5,331,10,0,0,0,10,590,0,6,2,1,0,0,0,0,0,false,0,0,0,0,0,0,0,1,2,387,0,1,false,8,0,0,0,0,0,0,0,1461
Kerala,Palakkad,2014,88,0,0,0,88,0,88,3,14,5,0,0,4,5,7,182,46,13,5,3,115,12,0,0,0,12,450,0,11,10,1,1,13,13,0,0,false,0,0,0,0,30,2,0,6,1,83,0,1,false,0,4,1,0,1,0,2,23,942
Kerala,Pathanamthitta,2014,63,0,0,0,63,0,63,1,11,0,0,0,11,0,0,163,16,10,2,0,135,8,0,0,0,8,118,0,4,0,2,0,0,0,0,0,false,0,0,0,0,4,0,0,0,0,0,0,0,false,12,0,0,0,0,0,0,119,505
Kerala,Railways,2014,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,74,18,0,0,0,56,10,2,0,8,0,0,0,2,0,0,1,0,0,0,0,false,0,0,0,0,5,0,3,0,0,12,0,0,false,0,0,0,0,0,0,0,21,130
Kerala,Thrissur Commr.,2014,38,0,0,0,38,0,38,0,0,0,0,0,0,0,0,109,22,5,3,7,72,11,0,0,0,11,130,0,5,2,0,6,15,15,0,0,false,0,0,0,0,3,0,1,2,0,182,0,0,false,3,8,3,0,0,4,1,62,577
Kerala,Thrissur Rural,2014,94,0,0,0,94,0,94,2,9,0,0,0,6,3,2,298,41,5,4,5,243,22,2,0,0,20,468,0,10,7,2,1,22,22,0,0,false,0,0,0,0,18,2,1,1,2,166,1,1,false,12,2,0,0,1,0,1,29,1172
Kerala,Trivandrum Commr.,2014,56,0,0,0,56,1,55,2,8,5,0,0,3,0,2,254,52,18,0,5,179,15,0,0,0,15,134,0,4,4,0,0,5,5,0,0,false,0,0,0,0,9,2,0,0,0,0,0,0,false,14,0,0,0,0,0,0,0,509
Kerala,Trivandrum Rural,2014,122,0,0,0,122,2,120,8,11,1,0,0,10,0,6,581,15,0,0,0,566,22,0,0,0,22,387,0,16,8,1,4,7,7,0,0,false,0,2,0,2,18,5,0,7,0,5,0,0,false,21,1,0,0,0,0,1,38,1270
Kerala,Wayanadu,2014,75,0,0,0,75,1,74,3,11,10,0,0,0,1,0,134,35,9,1,3,86,3,0,0,0,3,99,0,5,1,0,1,2,2,0,0,false,0,0,0,0,13,2,0,0,1,51,0,2,false,1,1,0,0,0,0,1,12,417
Kerala,Crime Branch,2014,2,0,0,0,2,0,2,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,1,1,0,0,false,0,0,0,0,0,0,1,3,0,1,0,0,false,0,0,0,0,0,0,0,17,38
Kerala,Total,2014,1347,0,0,0,1347,8,1339,36,143,24,0,0,89,30,28,4367,980,398,18,37,2934,257,6,3,11,237,4919,0,123,70,12,50,116,115,1,0,false,0,2,0,2,214,20,9,38,16,1893,3,11,false,140,91,4,0,28,48,11,619,14524
Madhya Pradesh,Agar,2014,28,0,0,0,28,1,27,1,12,9,0,0,3,0,2,56,47,1,0,1,7,8,0,0,0,8,44,0,2,2,0,0,4,4,0,0,false,0,0,0,0,1,1,0,1,0,68,0,0,false,0,0,0,0,0,0,0,68,298
Madhya Pradesh,Alirajpur,2014,17,0,0,0,17,0,17,0,15,0,0,0,15,0,0,15,0,0,0,0,15,0,0,0,0,0,10,0,9,4,0,0,9,9,0,0,false,0,0,0,0,0,0,0,2,0,72,0,0,false,0,0,0,0,0,0,0,0,153
Madhya Pradesh,Anuppur,2014,70,0,0,0,70,3,67,4,83,55,0,0,28,0,7,121,43,1,2,9,66,0,0,0,0,0,114,0,16,3,0,0,4,4,0,0,false,0,0,0,0,4,2,0,7,1,381,0,0,false,0,0,0,0,0,0,0,0,817
Madhya Pradesh,Ashok Nagar,2014,76,0,0,0,76,8,68,3,38,38,0,0,0,0,12,171,33,1,0,5,132,1,0,1,0,0,82,0,8,3,0,0,22,22,0,0,false,0,0,0,0,5,3,0,0,0,347,0,0,false,0,0,0,0,0,0,0,0,771
Madhya Pradesh,Balaghat,2014,131,0,0,0,131,4,127,0,155,147,0,0,8,0,12,178,89,9,2,21,57,3,0,0,0,3,107,0,21,6,0,0,5,5,0,0,false,0,0,0,0,4,6,1,5,1,530,2,0,false,0,0,0,0,0,0,0,0,1167
Madhya Pradesh,Barwani,2014,68,0,0,0,68,1,67,0,23,10,0,0,12,1,4,92,24,0,0,5,63,4,0,0,0,4,16,0,16,3,0,0,3,3,0,0,false,0,0,0,0,3,2,1,13,0,447,0,0,false,0,0,0,0,0,0,0,0,695
Madhya Pradesh,Betul,2014,164,0,0,0,164,7,157,4,152,0,0,0,152,0,9,417,100,17,2,51,247,27,0,0,0,27,379,0,16,20,2,0,10,10,0,0,false,0,0,0,0,7,1,8,0,0,1081,2,0,false,0,0,0,0,0,0,0,2,2301
Madhya Pradesh,Bhind,2014,78,0,0,0,78,5,73,0,106,59,8,0,39,0,30,142,0,0,0,0,142,0,0,0,0,0,86,0,17,6,0,0,8,8,0,0,false,0,0,0,0,28,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,502
Madhya Pradesh,Bhopal,2014,223,0,0,0,223,24,199,0,294,0,0,0,294,0,20,343,343,0,0,0,0,18,0,18,0,0,348,0,23,14,0,0,2,2,0,0,false,0,0,0,0,51,0,0,0,1,1312,0,0,false,0,2,0,0,0,0,2,0,2651
Madhya Pradesh,Bhopal Railway,2014,3,0,0,0,3,0,3,0,14,0,0,0,14,0,0,19,19,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,false,0,0,0,0,9,0,0,2,0,0,0,0,false,0,0,0,0,0,0,0,16,68
Madhya Pradesh,Burhanpur,2014,46,0,0,0,46,1,45,0,17,0,0,0,0,17,5,90,32,0,1,14,43,5,0,0,0,5,48,0,9,1,0,0,8,8,0,0,false,0,0,0,0,2,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,231
Madhya Pradesh,Chhatarpur,2014,78,0,0,0,78,0,78,0,147,147,0,0,0,0,22,232,232,0,0,0,0,0,0,0,0,0,74,0,17,4,0,0,22,22,0,0,false,0,0,0,0,4,0,0,0,0,340,0,0,false,0,0,0,0,0,0,0,0,940
Madhya Pradesh,Chhindwara,2014,205,0,0,0,205,0,205,0,213,213,0,0,0,0,9,241,241,0,0,0,0,36,0,0,0,36,185,0,18,6,0,0,137,137,0,0,false,0,0,0,0,4,0,0,26,0,543,0,0,false,0,0,0,0,0,0,0,0,1623
Madhya Pradesh,Damoh,2014,46,0,0,0,46,2,44,0,97,97,0,0,0,0,31,137,0,0,0,0,137,0,0,0,0,0,68,0,11,13,0,0,21,21,0,0,false,0,0,0,0,2,0,0,17,0,0,0,0,false,0,0,0,0,0,0,0,246,689
Madhya Pradesh,Datia,2014,34,0,0,0,34,12,22,0,53,53,0,0,0,0,14,88,0,0,0,0,88,0,0,0,0,0,57,0,12,5,0,0,11,11,0,0,false,0,0,0,0,11,0,0,5,0,283,1,0,false,0,0,0,0,0,0,0,0,574
Madhya Pradesh,Dewas,2014,121,0,0,0,121,6,115,1,73,13,0,0,30,30,10,216,61,0,2,35,118,7,0,0,0,7,145,0,19,6,1,0,4,4,0,0,false,0,0,0,0,3,3,2,0,0,0,0,0,false,49,1,0,0,1,0,0,884,1545
Madhya Pradesh,Dhar,2014,138,0,0,0,138,6,132,3,265,0,0,0,265,0,15,244,244,0,0,0,0,16,0,0,0,16,85,0,12,13,1,0,115,114,0,1,false,0,0,0,0,6,9,0,28,0,1169,0,0,false,0,0,0,0,0,0,0,0,2119
