area_name,year,group_name,civilians_injured,civilians_killed,no_of_firings,policemen_injured,policemen_killed
Jharkhand,2005,Riot Control,0,0,0,0,0
Karnataka,2005,Riot Control,8,0,5,16,0
Kerala,2005,Riot Control,15,0,2,13,0
Lakshadweep,2005,Riot Control,0,0,0,0,0
Madhya Pradesh,2005,Riot Control,0,2,3,2,0
Maharashtra,2005,Riot Control,0,0,4,5,0
Manipur,2005,Riot Control,32,3,1,7,0
Meghalaya,2005,Riot Control,74,9,10,65,1
Mizoram,2005,Riot Control,0,0,0,0,0
Nagaland,2005,Riot Control,0,0,0,0,0
Odisha,2005,Riot Control,11,1,2,3,0
Puducherry,2005,Riot Control,0,0,1,0,0
Punjab,2005,Riot Control,0,0,0,0,0
Rajasthan,2005,Riot Control,27,7,5,40,0
Sikkim,2005,Riot Control,0,0,0,0,0
Tamil Nadu,2005,Riot Control,1,0,3,5,0
Tripura,2005,Riot Control,1,1,1,0,0
Uttar Pradesh,2005,Riot Control,0,0,1,7,0
Uttarakhand,2005,Riot Control,0,0,0,0,0
West Bengal,2005,Riot Control,15,3,19,101,3
Andaman & Nicobar Islands,2006,Riot Control,0,0,0,0,0
Andhra Pradesh,2006,Riot Control,20,1,20,44,0
Arunachal Pradesh,2006,Riot Control,0,0,0,0,0
Assam,2006,Riot Control,0,0,10,10,2
Bihar,2006,Riot Control,2,0,1,2,1
Chandigarh,2006,Riot Control,0,0,0,0,0
Chhattisgarh,2006,Riot Control,0,0,0,0,0
Dadra & Nagar Haveli,2006,Riot Control,0,0,0,0,0
Daman & Diu,2006,Riot Control,0,0,0,0,0
Delhi,2006,Riot Control,26,5,3,88,0
Goa,2006,Riot Control,0,0,2,0,0
Gujarat,2006,Riot Control,17,4,43,0,0
Haryana,2006,Riot Control,0,0,2,0,0
Himachal Pradesh,2006,Riot Control,1,0,1,22,0
Jammu & Kashmir,2006,Riot Control,9,0,14,25,0
Jharkhand,2006,Riot Control,2,2,2,1,0
Karnataka,2006,Riot Control,107,6,8,81,1
Kerala,2006,Riot Control,0,0,2,16,0
Lakshadweep,2006,Riot Control,0,0,0,0,0
Madhya Pradesh,2006,Riot Control,0,0,1,0,0
Maharashtra,2006,Riot Control,25,8,28,168,2
Manipur,2006,Riot Control,0,0,0,0,0
Meghalaya,2006,Riot Control,0,0,0,0,0
Mizoram,2006,Riot Control,0,0,0,0,0
Nagaland,2006,Riot Control,0,0,0,0,0
Odisha,2006,Riot Control,13,13,10,11,1
Puducherry,2006,Riot Control,0,0,1,0,0
Punjab,2006,Riot Control,0,0,1,5,0
Rajasthan,2006,Riot Control,0,0,4,29,0
Sikkim,2006,Riot Control,0,0,0,0,0
Tamil Nadu,2006,Riot Control,0,0,3,9,0
Tripura,2006,Riot Control,0,0,0,0,0
Uttar Pradesh,2006,Riot Control,0,0,2,3,0
Uttarakhand,2006,Riot Control,0,0,0,0,0
West Bengal,2006,Riot Control,0,2,10,52,0
Andaman & Nicobar Islands,2007,Riot Control,0,0,0,0,0
Andhra Pradesh,2007,Riot Control,5,10,7,69,0
Arunachal Pradesh,2007,Riot Control,0,0,0,0,0
Assam,2007,Riot Control,0,0,0,0,0
Bihar,2007,Riot Control,0,0,0,0,0
Chandigarh,2007,Riot Control,0,0,0,0,0
Chhattisgarh,2007,Riot Control,0,0,0,0,0
Dadra & Nagar Haveli,2007,Riot Control,0,0,0,0,0
Daman & Diu,2007,Riot Control,0,0,0,0,0
Delhi,2007,Riot Control,0,0,1,91,0
Goa,2007,Riot Control,0,0,0,0,0
Gujarat,2007,Riot Control,0,0,8,23,0
Haryana,2007,Riot Control,0,0,0,0,0
Himachal Pradesh,2007,Riot Control,0,0,0,0,0
Jammu & Kashmir,2007,Riot Control,2,1,6,16,0
Jharkhand,2007,Riot Control,0,0,0,0,0
Karnataka,2007,Riot Control,4,1,6,27,0
Kerala,2007,Riot Control,0,0,0,0,0
Lakshadweep,2007,Riot Control,0,0,0,0,0
Madhya Pradesh,2007,Riot Control,0,0,2,0,0
Maharashtra,2007,Riot Control,18,3,7,90,0
Manipur,2007,Riot Control,0,0,0,0,0
Meghalaya,2007,Riot Control,0,0,0,0,0
Mizoram,2007,Riot Control,0,0,0,0,0
Nagaland,2007,Riot Control,0,0,0,0,0
Odisha,2007,Riot Control,33,0,16,5,0
Puducherry,2007,Riot Control,0,0,2,0,0
Punjab,2007,Riot Control,0,0,0,0,0
Rajasthan,2007,Riot Control,84,20,29,304,2
Sikkim,2007,Riot Control,0,0,0,0,0
Tamil Nadu,2007,Riot Control,4,0,5,25,0
Tripura,2007,Riot Control,0,0,0,0,0
Uttar Pradesh,2007,Riot Control,11,0,8,1,2
Uttarakhand,2007,Riot Control,0,0,0,0,0
West Bengal,2007,Riot Control,276,17,22,78,1
Andaman & Nicobar Islands,2008,Riot Control,0,0,0,0,0
Andhra Pradesh,2008,Riot Control,0,0,5,12,0
Arunachal Pradesh,2008,Riot Control,0,0,1,10,0
Assam,2008,Riot Control,1,9,10,0,0
Bihar,2008,Riot Control,2,3,3,8,0
Chandigarh,2008,Riot Control,0,0,6,5,0
Chhattisgarh,2008,Riot Control,60,0,60,22,0
Dadra & Nagar Haveli,2008,Riot Control,0,0,0,0,0
Daman & Diu,2008,Riot Control,0,0,0,0,0
Delhi,2008,Riot Control,0,0,0,17,0
Goa,2008,Riot Control,0,0,1,24,0
Gujarat,2008,Riot Control,38,5,17,12,0
Haryana,2008,Riot Control,10,4,2,17,1
Himachal Pradesh,2008,Riot Control,0,0,0,0,0
Jammu & Kashmir,2008,Riot Control,214,27,305,558,0
Jharkhand,2008,Riot Control,0,0,0,0,0
Karnataka,2008,Riot Control,30,2,4,131,0
Kerala,2008,Riot Control,0,0,3,0,0
Lakshadweep,2008,Riot Control,0,0,0,0,0
Madhya Pradesh,2008,Riot Control,0,0,2,0,0
Maharashtra,2008,Riot Control,64,6,45,175,0
Manipur,2008,Riot Control,0,0,0,0,0
Meghalaya,2008,Riot Control,0,0,0,0,0
Mizoram,2008,Riot Control,0,0,0,0,0
Nagaland,2008,Riot Control,0,0,0,0,0
Odisha,2008,Riot Control,0,1,1,0,0
Puducherry,2008,Riot Control,0,0,2,0,0
Punjab,2008,Riot Control,0,0,0,0,0
Rajasthan,2008,Riot Control,25,18,2,55,1
Sikkim,2008,Riot Control,0,0,0,0,0
Tamil Nadu,2008,Riot Control,5,2,6,37,0
Tripura,2008,Riot Control,0,0,0,0,0
Uttar Pradesh,2008,Riot Control,48,0,9,13,1
Uttarakhand,2008,Riot Control,0,0,0,0,0
West Bengal,2008,Riot Control,19,0,16,245,0
Andaman & Nicobar Islands,2009,Riot Control,0,0,0,0,0
Andhra Pradesh,2009,Riot Control,0,0,4,13,0
Arunachal Pradesh,2009,Riot Control,0,0,0,0,0
Assam,2009,Riot Control,0,0,12,12,0
Bihar,2009,Riot Control,0,0,0,0,0
Chandigarh,2009,Riot Control,15,0,0,50,0
Chhattisgarh,2009,Riot Control,60,0,60,22,0
Dadra & Nagar Haveli,2009,Riot Control,0,0,0,0,0
Daman & Diu,2009,Riot Control,0,0,0,0,0
Delhi,2009,Riot Control,0,0,0,79,0
Goa,2009,Riot Control,0,0,0,0,0
Gujarat,2009,Riot Control,4,2,5,22,0
Haryana,2009,Riot Control,0,1,1,7,0
Himachal Pradesh,2009,Riot Control,0,0,0,0,0
Jammu & Kashmir,2009,Riot Control,66,3,69,263,0
Jharkhand,2009,Riot Control,0,0,0,0,0
Karnataka,2009,Riot Control,0,0,2,9,0
Kerala,2009,Riot Control,21,5,5,34,0
Lakshadweep,2009,Riot Control,0,0,0,0,0
Madhya Pradesh,2009,Riot Control,1,1,3,0,0
Maharashtra,2009,Riot Control,52,1,23,209,0
Manipur,2009,Riot Control,0,0,1,0,1
Meghalaya,2009,Riot Control,0,0,0,0,0
Mizoram,2009,Riot Control,0,0,0,0,0
Nagaland,2009,Riot Control,0,0,0,0,0
Odisha,2009,Riot Control,0,2,1,26,0
Puducherry,2009,Riot Control,0,0,1,0,0
Punjab,2009,Riot Control,0,0,1,71,0
Rajasthan,2009,Riot Control,1,1,3,7,0
Sikkim,2009,Riot Control,0,0,0,0,0
Tamil Nadu,2009,Riot Control,0,0,1,0,0
Tripura,2009,Riot Control,0,0,0,0,0
Uttar Pradesh,2009,Riot Control,4,0,8,23,0
Uttarakhand,2009,Riot Control,0,0,0,17,1
West Bengal,2009,Riot Control,24,3,96,96,0
Andaman & Nicobar Islands,2010,Riot Control,0,0,0,0,0
Andhra Pradesh,2010,Riot Control,0,0,2,3,0
Arunachal Pradesh,2010,Riot Control,1,0,1,0,0
Assam,2010,Riot Control,0,0,0,0,0
Bihar,2010,Riot Control,0,0,0,0,0
Chandigarh,2010,Riot Control,30,0,0,33,0
Chhattisgarh,2010,Riot Control,0,0,0,0,0
Dadra & Nagar Haveli,2010,Riot Control,0,0,0,0,0
Daman & Diu,2010,Riot Control,0,0,0,0,0
Delhi,2010,Riot Control,8,0,1,17,0
Goa,2010,Riot Control,0,0,0,0,0
Gujarat,2010,Riot Control,0,0,25,37,0
Haryana,2010,Riot Control,0,0,0,0,0
Himachal Pradesh,2010,Riot Control,0,0,0,0,0
Jammu & Kashmir,2010,Riot Control,477,89,637,2930,1
Jharkhand,2010,Riot Control,2,0,1,2,0
Karnataka,2010,Riot Control,4,1,1,42,0
Kerala,2010,Riot Control,0,0,0,0,0
Lakshadweep,2010,Riot Control,0,0,0,0,0
Madhya Pradesh,2010,Riot Control,0,0,2,1,0
Maharashtra,2010,Riot Control,2,2,7,67,0
Manipur,2010,Riot Control,0,0,2,2,0
Meghalaya,2010,Riot Control,0,0,0,0,0
Mizoram,2010,Riot Control,0,0,0,0,0
Nagaland,2010,Riot Control,0,0,0,0,0
Odisha,2010,Riot Control,2,1,1,1,0
