column_a,column_b,column_c,column_d,column_e,column_f,column_g,column_h,column_i,column_j,column_k
STATE/UT,YEAR,Place Of Occurrence,Dacoity (Section 395-398 IPC) - Number of cases registered,Dacoity (Section 395-398 IPC) - Value Of Property Stolen (in rupees),"Robbery(Section 392-394, 397, 398 IPC) - Number of cases registered","Robbery(Section 392-394, 397, 398 IPC) - Value Of Property Stolen (in rupees)","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Number of cases registered","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Value Of Property Stolen (in rupees)",Theft (Section 379-382 IPC) - Number of cases registered,Theft (Section 379-382 IPC) - Value Of Property Stolen (in rupees)
Himachal Pradesh,2001,RAILWAYS,0,0,1,900,0,0,1,127650
Himachal Pradesh,2001,RUNNING TRAINS,0,0,0,0,0,0,1,127650
Himachal Pradesh,2001,OTHERS RLY.,0,0,1,900,0,0,0,0
Himachal Pradesh,2001,BANKS,0,0,1,55222,75,183669,1,8000
Himachal Pradesh,2001,COMMERCIAL ESTABLISHMENTS,1,2000,3,271509,235,6305997,45,1256415
Himachal Pradesh,2001,OTHER PLACES,3,535290,19,1151974,206,2359757,488,22956561
Himachal Pradesh,2001,TOTAL (MANUAL),4,537290,28,1864105,844,17092490,600,27359454
Himachal Pradesh,2001,TOTAL COMPUTER FROM 1 TO 7,4,537290,28,1864105,844,17092490,600,27359454
Himachal Pradesh,2002,RESIDENTIAL PREMISES,0,0,3,62000,308,6283512,71,1991390
Himachal Pradesh,2002,HIGH-WAY,0,0,2,25935,0,0,10,1693122
Himachal Pradesh,2002,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,RAILWAYS,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,RUNNING TRAINS,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,BANKS,0,0,2,429584,6,15870,1,320000
Himachal Pradesh,2002,COMMERCIAL ESTABLISHMENTS,0,0,3,126070,191,5246264,44,1338062
Himachal Pradesh,2002,OTHER PLACES,0,0,8,428300,205,72973519,438,27102574
Himachal Pradesh,2002,TOTAL (MANUAL),0,0,18,1071889,710,84519165,564,32445148
Himachal Pradesh,2002,TOTAL COMPUTER FROM 1 TO 7,0,0,18,1071889,710,84519165,564,32445148
Himachal Pradesh,2003,RESIDENTIAL PREMISES,0,0,1,0,328,7109145,62,3686944
Himachal Pradesh,2003,HIGH-WAY,1,8695,3,390260,0,0,51,7718116
Himachal Pradesh,2003,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,RAILWAYS,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,RUNNING TRAINS,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,BANKS,2,373650,1,590490,8,589,0,0
Himachal Pradesh,2003,COMMERCIAL ESTABLISHMENTS,0,0,1,400,163,3713371,28,1415845
Himachal Pradesh,2003,OTHER PLACES,5,448000,13,836540,208,2413904,486,28563405
Himachal Pradesh,2003,TOTAL (MANUAL),8,830345,19,1817690,707,13237009,627,41384310
Himachal Pradesh,2004,RESIDENTIAL PREMISES,0,0,6,233300,332,12138519,47,3107341
Himachal Pradesh,2004,HIGH-WAY,0,0,2,929000,0,0,26,4679190
Himachal Pradesh,2004,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,RAILWAYS,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,RUNNING TRAINS,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,BANKS,0,0,1,2511,14,69000,0,0
Himachal Pradesh,2004,COMMERCIAL ESTABLISHMENTS,0,0,1,8440,165,4745529,84,5177751
Himachal Pradesh,2004,OTHER PLACES,1,1350,15,693752,255,3872171,486,26599724
Himachal Pradesh,2004,TOTAL (MANUAL),1,1350,25,1867003,766,20825219,643,39564006
Himachal Pradesh,2005,RESIDENTIAL PREMISES,1,103700,7,459080,308,10357058,126,4582923
Himachal Pradesh,2005,HIGH-WAY,1,557407,4,435062,0,0,26,8235050
Himachal Pradesh,2005,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,RAILWAYS,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,RUNNING TRAINS,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,BANKS,0,0,0,0,15,86421,0,0
Himachal Pradesh,2005,COMMERCIAL ESTABLISHMENTS,0,0,4,376115,184,7207509,51,1900934
Himachal Pradesh,2005,OTHER PLACES,4,641100,7,310950,189,5216861,493,27677557
Himachal Pradesh,2005,TOTAL (MANUAL),6,1302207,22,1581207,696,22867849,696,42396464
Himachal Pradesh,2005,TOTAL COMPUTER FROM 1 TO 7,6,1302207,22,1581207,696,22867849,696,42396464
Himachal Pradesh,2006,RESIDENTIAL PREMISES,1,35000,2,607000,370,18162424,84,4417155
Himachal Pradesh,2006,HIGH-WAY,2,1348756,4,1354000,0,0,13,1683000
Himachal Pradesh,2006,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,RAILWAYS,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,RUNNING TRAINS,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,BANKS,0,0,0,0,12,0,1,81050
Himachal Pradesh,2006,COMMERCIAL ESTABLISHMENTS,0,0,0,0,180,10861711,113,12980951
Himachal Pradesh,2006,OTHER PLACES,4,126060,23,1542690,192,2849180,601,40825816
Himachal Pradesh,2006,TOTAL (MANUAL),7,1509816,29,3503690,754,31873315,812,59987972
Himachal Pradesh,2007,RESIDENTIAL PREMISES,0,0,3,35570,422,15520373,93,6150384
Himachal Pradesh,2007,HIGH-WAY,0,0,6,3285000,0,0,43,8394609
Himachal Pradesh,2007,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,RAILWAYS,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,RUNNING TRAINS,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,BANKS,0,0,0,0,5,65000,1,0
Himachal Pradesh,2007,COMMERCIAL ESTABLISHMENTS,3,4086734,1,1400,192,14372197,51,2725375
Himachal Pradesh,2007,OTHER PLACES,2,5100,13,996150,258,5568579,904,62957180
Himachal Pradesh,2007,TOTAL (MANUAL),5,4091834,23,4318120,877,35526149,1092,80227548
Himachal Pradesh,2008,RESIDENTIAL PREMISES,1,200000,1,5000,404,22299430,100,3850722
Himachal Pradesh,2008,HIGH-WAY,1,2000000,5,817900,0,0,34,6222778
Himachal Pradesh,2008,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,RAILWAYS,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,RUNNING TRAINS,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,BANKS,1,1383245,0,0,12,463690,0,0
Himachal Pradesh,2008,COMMERCIAL ESTABLISHMENTS,1,2867758,0,0,207,15523316,125,8640054
Himachal Pradesh,2008,OTHER PLACES,2,1580000,14,1196030,262,3574909,893,64618939
Himachal Pradesh,2008,TOTAL (MANUAL),6,8031003,20,2018930,885,41861345,1152,83332493
Himachal Pradesh,2009,RESIDENTIAL PREMISES,1,1045000,1,115000,367,24208028,153,10409920
Himachal Pradesh,2009,HIGH-WAY,0,0,1,5500,0,0,25,3769120
Himachal Pradesh,2009,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,RAILWAYS,0,0,0,0,0,0,2,349500
Himachal Pradesh,2009,RUNNING TRAINS,0,0,0,0,0,0,2,349500
Himachal Pradesh,2009,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,BANKS,0,0,3,755290,17,72000,0,0
Himachal Pradesh,2009,COMMERCIAL ESTABLISHMENTS,0,0,1,50000,126,16509018,63,5194896
Himachal Pradesh,2009,OTHER PLACES,3,2268700,15,2225480,274,7763563,580,60330371
Himachal Pradesh,2009,TOTAL (MANUAL),4,3313700,21,3151270,784,48552609,823,80053807
Himachal Pradesh,2010,RESIDENTIAL PREMISES,1,55700,2,410000,374,24362021,157,12906312
Himachal Pradesh,2010,HIGH-WAY,0,0,0,0,0,0,38,12883082
Himachal Pradesh,2010,RIVER & SEA,0,0,0,0,0,0,1,0
Himachal Pradesh,2010,RAILWAYS,0,0,0,0,0,0,3,14000
Himachal Pradesh,2010,RUNNING TRAINS,0,0,0,0,0,0,3,14000
Himachal Pradesh,2010,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,BANKS,0,0,0,0,4,100000,4,54900
Himachal Pradesh,2010,COMMERCIAL ESTABLISHMENTS,1,782700,2,5000,128,28542624,80,15265006
Himachal Pradesh,2010,OTHER PLACES,0,0,7,1204465,237,8642036,555,56548855
Himachal Pradesh,2010,TOTAL (MANUAL),2,838400,11,1619465,743,61646681,838,97672155
Himachal Pradesh,2011,RESIDENTIAL PREMISES,0,0,1,150000,518,38124140,115,6193438
Himachal Pradesh,2011,HIGH-WAY,1,10000,1,900000,0,0,28,7699222
Himachal Pradesh,2011,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,RAILWAYS,0,0,0,0,0,0,3,125500
Himachal Pradesh,2011,RUNNING TRAINS,0,0,0,0,0,0,3,125500
Himachal Pradesh,2011,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,BANKS,0,0,0,0,4,39000,4,175340
Himachal Pradesh,2011,COMMERCIAL ESTABLISHMENTS,0,0,1,13000,199,33775039,125,11537826
Himachal Pradesh,2011,OTHER PLACES,0,0,7,287425,274,13024132,767,80449837
Himachal Pradesh,2011,TOTAL (MANUAL),1,10000,10,1350425,995,84962311,1042,106181163
Himachal Pradesh,2012,RESIDENTIAL PREMISES,1,150000,1,197000,506,53253142,92,8330877
Himachal Pradesh,2012,HIGH-WAY,0,0,3,518300,0,0,44,18820500
Himachal Pradesh,2012,RIVER & SEA,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,RAILWAYS,0,0,0,0,0,0,1,50000
Himachal Pradesh,2012,RUNNING TRAINS,0,0,0,0,0,0,1,50000
Himachal Pradesh,2012,OTHERS RLY.,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,BANKS,0,0,0,0,8,511000,29,4676606
Himachal Pradesh,2012,COMMERCIAL ESTABLISHMENTS,0,0,0,0,131,18326445,65,4699095
Himachal Pradesh,2012,OTHER PLACES,0,0,6,1605000,283,18207971,538,54120098
Himachal Pradesh,2012,TOTAL (MANUAL),1,150000,10,2320300,928,90298558,769,90697176
Himachal Pradesh,2012,TOTAL COMPUTER FROM 1 TO 7,1,150000,10,2320300,928,90298558,769,90697176
Jammu & Kashmir,2001,RESIDENTIAL PREMISES,11,406664,65,2727415,879,14661070,447,20386212
Jammu & Kashmir,2001,HIGH-WAY,0,0,3,279450,2,1300000,19,1792000
Jammu & Kashmir,2001,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,RAILWAYS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,OTHERS RLY.,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,BANKS,4,443037,3,1295543,9,0,0,0
Jammu & Kashmir,2001,COMMERCIAL ESTABLISHMENTS,1,145000,20,1730000,235,5620340,193,17534992
Jammu & Kashmir,2001,OTHER PLACES,8,492529,70,4088895,220,5640753,1260,19993662
Jammu & Kashmir,2001,TOTAL (MANUAL),24,1487230,161,10121303,1345,27222163,1919,59706866
Jammu & Kashmir,2001,TOTAL COMPUTER FROM 1 TO 7,24,1487230,161,10121303,1345,27222163,1919,59706866
Jammu & Kashmir,2002,RESIDENTIAL PREMISES,30,1073030,54,1665830,832,17902437,593,12347430
Jammu & Kashmir,2002,HIGH-WAY,1,1000,2,171865,5,400715,5,200500
Jammu & Kashmir,2002,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,RAILWAYS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,OTHERS RLY.,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,BANKS,3,774993,9,3113177,6,2246,0,0
Jammu & Kashmir,2002,COMMERCIAL ESTABLISHMENTS,4,245000,8,50060,278,8012058,248,8307023
Jammu & Kashmir,2002,OTHER PLACES,4,150280,90,2266940,200,5536994,1174,38658459
Jammu & Kashmir,2002,TOTAL (MANUAL),42,2244303,163,7267872,1321,31854450,2020,59513412
Jammu & Kashmir,2002,TOTAL COMPUTER FROM 1 TO 7,42,2244303,163,7267872,1321,31854450,2020,59513412
Jammu & Kashmir,2003,RESIDENTIAL PREMISES,12,379500,46,3730039,855,21646681,498,14325144
Jammu & Kashmir,2003,HIGH-WAY,0,0,0,0,9,144300,16,263000
Jammu & Kashmir,2003,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,RAILWAYS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,OTHERS RLY.,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,BANKS,2,5000000,4,236697,2,12789,0,0
Jammu & Kashmir,2003,COMMERCIAL ESTABLISHMENTS,0,0,4,161000,298,10446680,218,11124458
Jammu & Kashmir,2003,OTHER PLACES,9,178650,100,6103028,362,7961477,1217,48130359
Jammu & Kashmir,2003,TOTAL (MANUAL),23,5558150,154,10230764,1526,40211927,1949,73842961
Jammu & Kashmir,2003,TOTAL COMPUTER FROM 1 TO 7,23,5558150,154,10230764,1526,40211927,1949,73842961
Jammu & Kashmir,2004,RESIDENTIAL PREMISES,10,717656,32,1311300,904,22181021,412,12083014
Jammu & Kashmir,2004,HIGH-WAY,0,0,1,53000,5,245000,15,2835000
Jammu & Kashmir,2004,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,RAILWAYS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,OTHERS RLY.,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,BANKS,3,7067397,3,708835,8,23067,0,0
Jammu & Kashmir,2004,COMMERCIAL ESTABLISHMENTS,0,0,2,194000,260,4951708,116,4251138
Jammu & Kashmir,2004,OTHER PLACES,15,220728,91,6379110,243,7384584,1396,38777676
Jammu & Kashmir,2004,TOTAL (MANUAL),28,8005781,129,8646245,1420,34785380,1939,57946828
Jammu & Kashmir,2005,RESIDENTIAL PREMISES,4,0,40,1435990,636,21059784,488,16131990
Jammu & Kashmir,2005,HIGH-WAY,0,0,0,0,0,0,34,1213458
Jammu & Kashmir,2005,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,RAILWAYS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,OTHERS RLY.,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,BANKS,0,0,8,3430225,1,0,0,0
Jammu & Kashmir,2005,COMMERCIAL ESTABLISHMENTS,0,0,8,64525,311,8670393,126,5453004
Jammu & Kashmir,2005,OTHER PLACES,9,259800,60,2079990,449,6347376,1253,37681576
Jammu & Kashmir,2005,TOTAL (MANUAL),13,259800,116,7010730,1397,36077553,1901,60480028
Jammu & Kashmir,2005,TOTAL COMPUTER FROM 1 TO 7,13,259800,116,7010730,1397,36077553,1901,60480028
Jammu & Kashmir,2006,RESIDENTIAL PREMISES,4,97650,30,509977,583,17490363,365,16884091
Jammu & Kashmir,2006,HIGH-WAY,0,0,0,0,0,0,91,4676923
Jammu & Kashmir,2006,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,RAILWAYS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,OTHERS RLY.,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,BANKS,0,0,1,0,2,0,0,0
Jammu & Kashmir,2006,COMMERCIAL ESTABLISHMENTS,0,0,12,211222,265,4964416,178,3868830
Jammu & Kashmir,2006,OTHER PLACES,6,66693,69,3547965,501,10228736,1303,45996940
Jammu & Kashmir,2006,TOTAL (MANUAL),10,164343,112,4269164,1351,32683515,1937,71426784
Jammu & Kashmir,2007,RESIDENTIAL PREMISES,11,472000,45,2128563,755,29592637,368,23126066
Jammu & Kashmir,2007,HIGH-WAY,0,0,3,335000,0,0,0,0
Jammu & Kashmir,2007,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,RAILWAYS,0,0,0,0,5,3540,470,6232308
Jammu & Kashmir,2007,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,OTHERS RLY.,0,0,0,0,5,3540,470,6232308
Jammu & Kashmir,2007,BANKS,0,0,5,373500,3,203216,5,420000
Jammu & Kashmir,2007,COMMERCIAL ESTABLISHMENTS,0,0,21,2671006,366,7685713,172,1734480
Jammu & Kashmir,2007,OTHER PLACES,7,53600,37,1515611,331,6130075,1071,31718845
Jammu & Kashmir,2007,TOTAL (MANUAL),18,525600,111,7023680,1460,43615181,2086,63231699
Jammu & Kashmir,2008,RESIDENTIAL PREMISES,0,0,18,2862000,703,33291351,629,17428745
Jammu & Kashmir,2008,HIGH-WAY,0,0,4,1105000,4,283000,2,630000
Jammu & Kashmir,2008,RIVER & SEA,0,0,0,0,0,0,96,1668752
Jammu & Kashmir,2008,RAILWAYS,0,0,6,520000,0,0,62,2765407
Jammu & Kashmir,2008,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,OTHERS RLY.,0,0,6,520000,0,0,62,2765407
Jammu & Kashmir,2008,BANKS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,COMMERCIAL ESTABLISHMENTS,0,0,7,72475,280,12561321,338,14858581
Jammu & Kashmir,2008,OTHER PLACES,3,279500,32,2332745,360,13594762,1071,50939393
Jammu & Kashmir,2008,TOTAL (MANUAL),3,279500,67,6892220,1347,59730434,2198,88290878
Jammu & Kashmir,2009,RESIDENTIAL PREMISES,0,0,7,97300,677,25828591,627,27972465
Jammu & Kashmir,2009,HIGH-WAY,0,0,1,1100000,0,0,31,4294000
Jammu & Kashmir,2009,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,RAILWAYS,0,0,0,0,1,0,14,682211
Jammu & Kashmir,2009,RUNNING TRAINS,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,OTHERS RLY.,0,0,0,0,1,0,14,682211
Jammu & Kashmir,2009,BANKS,0,0,0,0,1,1064800,0,0
Jammu & Kashmir,2009,COMMERCIAL ESTABLISHMENTS,0,0,3,60000,305,18611996,238,6225183
Jammu & Kashmir,2009,OTHER PLACES,1,835000,58,2928895,582,22615678,1721,80359475
Jammu & Kashmir,2009,TOTAL (MANUAL),1,835000,69,4186195,1566,68121065,2631,119533334
Jammu & Kashmir,2010,RESIDENTIAL PREMISES,2,21300,16,1022000,743,30798633,613,30896535
Jammu & Kashmir,2010,HIGH-WAY,0,0,4,433600,7,332000,37,7085480
Jammu & Kashmir,2010,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,RAILWAYS,0,0,4,14200,67,2674182,20,1386739
Jammu & Kashmir,2010,RUNNING TRAINS,0,0,0,0,0,0,7,705790
Jammu & Kashmir,2010,OTHERS RLY.,0,0,4,14200,67,2674182,13,680949
Jammu & Kashmir,2010,BANKS,0,0,0,0,4,1002972,0,0
Jammu & Kashmir,2010,COMMERCIAL ESTABLISHMENTS,1,315390,1,20400,423,18272903,327,28086891
Jammu & Kashmir,2010,OTHER PLACES,3,60500,36,4041000,162,8869867,1513,76175728
Jammu & Kashmir,2010,TOTAL (MANUAL),6,397190,61,5531200,1406,61950557,2510,143631373
Jammu & Kashmir,2011,RESIDENTIAL PREMISES,3,52000,7,1311500,621,25503238,640,36018530
Jammu & Kashmir,2011,HIGH-WAY,0,0,0,0,0,0,23,2725530
Jammu & Kashmir,2011,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2011,RAILWAYS,0,0,0,0,0,0,4,265660
Jammu & Kashmir,2011,RUNNING TRAINS,0,0,0,0,0,0,1,5000
Jammu & Kashmir,2011,OTHERS RLY.,0,0,0,0,0,0,3,260660
Jammu & Kashmir,2011,BANKS,1,500000,0,0,1,2000,0,0
Jammu & Kashmir,2011,COMMERCIAL ESTABLISHMENTS,0,0,0,0,432,25086029,520,33348228
Jammu & Kashmir,2011,OTHER PLACES,10,573489,81,6513740,462,22349822,1468,71300154
Jammu & Kashmir,2011,TOTAL (MANUAL),14,1125489,88,7825240,1516,72941089,2655,143658102
Jammu & Kashmir,2012,RESIDENTIAL PREMISES,1,0,18,4549854,866,55430109,344,23784071
Jammu & Kashmir,2012,HIGH-WAY,2,152824,5,1055700,8,507000,18,3339050
Jammu & Kashmir,2012,RIVER & SEA,0,0,0,0,0,0,0,0
Jammu & Kashmir,2012,RAILWAYS,0,0,0,0,7,524900,105,5495884
Jammu & Kashmir,2012,RUNNING TRAINS,0,0,0,0,0,0,2,5000
Jammu & Kashmir,2012,OTHERS RLY.,0,0,0,0,7,524900,103,5490884
Jammu & Kashmir,2012,BANKS,0,0,1,30000,8,67000,1,0
Jammu & Kashmir,2012,COMMERCIAL ESTABLISHMENTS,0,0,0,0,200,10495854,200,11462475
Jammu & Kashmir,2012,OTHER PLACES,3,353500,57,7211840,306,13714283,1354,75756719
Jammu & Kashmir,2012,TOTAL (MANUAL),6,506324,81,12847394,1395,80739146,2022,119838199
Jammu & Kashmir,2012,TOTAL COMPUTER FROM 1 TO 7,6,506324,81,12847394,1395,80739146,2022,119838199
Jharkhand,2001,RESIDENTIAL PREMISES,339,4952080,175,4104798,1158,9044045,2377,17567888
Jharkhand,2001,HIGH-WAY,209,3360919,337,4161627,0,0,110,456995
Jharkhand,2001,RIVER & SEA,0,0,0,0,0,0,0,0
Jharkhand,2001,RAILWAYS,13,417608,17,332877,0,0,187,1354133
Jharkhand,2001,RUNNING TRAINS,3,39370,4,239645,0,0,0,0
Jharkhand,2001,OTHERS RLY.,10,378238,13,93232,0,0,187,1354133
Jharkhand,2001,BANKS,4,8283104,3,1364749,1,850,37,133867
Jharkhand,2001,COMMERCIAL ESTABLISHMENTS,16,821353,11,2052719,15,357625,380,25991910
Jharkhand,2001,OTHER PLACES,55,234851,104,841360,92,149753,736,27797379
Jharkhand,2001,TOTAL (MANUAL),636,18069915,647,12858130,1266,9552273,3827,73302172
Jharkhand,2002,RESIDENTIAL PREMISES,285,13045024,367,5593806,1290,7420888,1937,15881179
Jharkhand,2002,HIGH-WAY,208,4836550,230,9021538,0,0,214,1573467
Jharkhand,2002,RIVER & SEA,0,0,0,0,0,0,0,0
Jharkhand,2002,RAILWAYS,27,0,33,0,0,0,242,0
Jharkhand,2002,RUNNING TRAINS,17,0,16,0,0,0,145,0
Jharkhand,2002,OTHERS RLY.,10,0,17,0,0,0,97,0
Jharkhand,2002,BANKS,8,5618410,18,2862006,1,0,0,0
Jharkhand,2002,COMMERCIAL ESTABLISHMENTS,10,898436,17,2487790,59,660425,393,19619258
Jharkhand,2002,OTHER PLACES,42,1654613,115,12657837,69,2207927,1588,39293560
Jharkhand,2002,TOTAL (MANUAL),580,26053033,780,32622977,1419,10289240,4374,76367464
Jharkhand,2003,RESIDENTIAL PREMISES,334,8936226,190,3369569,1269,10032999,2300,34341898
Jharkhand,2003,HIGH-WAY,245,5267980,475,5647974,0,0,298,12450192
Jharkhand,2003,RIVER & SEA,0,0,0,0,0,0,6,51832
Jharkhand,2003,RAILWAYS,3,100000,1,0,10,5680,40,553500
Jharkhand,2003,RUNNING TRAINS,1,0,1,0,0,0,0,0
Jharkhand,2003,OTHERS RLY.,2,100000,0,0,10,5680,40,553500
Jharkhand,2003,BANKS,10,3860043,12,1260220,4,64674,58,23800
Jharkhand,2003,COMMERCIAL ESTABLISHMENTS,19,1609932,20,3282909,68,515589,514,20469855
Jharkhand,2003,OTHER PLACES,91,1010000,166,3638897,117,117000,939,13035251
Jharkhand,2003,TOTAL (MANUAL),702,20784181,864,17199569,1468,10735942,4155,80926328
Jharkhand,2004,RESIDENTIAL PREMISES,285,13045024,367,5593806,1290,7420888,1937,15881179
Jharkhand,2004,HIGH-WAY,208,4836550,230,9021538,0,0,214,1573467
Jharkhand,2004,RIVER & SEA,0,0,0,0,0,0,0,0
Jharkhand,2004,RAILWAYS,27,0,33,0,0,0,242,0
Jharkhand,2004,RUNNING TRAINS,17,0,16,0,0,0,145,0
Jharkhand,2004,OTHERS RLY.,10,0,17,0,0,0,97,0
Jharkhand,2004,BANKS,8,5618410,18,2862006,1,0,0,0
Jharkhand,2004,COMMERCIAL ESTABLISHMENTS,10,898436,17,2487790,59,660425,393,19619258
Jharkhand,2004,OTHER PLACES,42,1654613,115,12657837,69,2207927,1588,39293560
Jharkhand,2004,TOTAL (MANUAL),580,26053033,780,32622977,1419,10289240,4374,76367464
Jharkhand,2005,RESIDENTIAL PREMISES,254,14998318,118,3781192,1374,35893369,3554,19912873
Jharkhand,2005,HIGH-WAY,188,7037574,430,9123649,0,0,96,1164000
Jharkhand,2005,RIVER & SEA,0,0,0,0,0,0,0,0
Jharkhand,2005,RAILWAYS,7,462390,7,259520,4,12416,162,1243527
Jharkhand,2005,RUNNING TRAINS,3,120574,3,40000,0,0,76,464224
Jharkhand,2005,OTHERS RLY.,4,341816,4,219520,4,12416,86,779303
Jharkhand,2005,BANKS,17,3243665,8,6047766,1,7000,4,4500
Jharkhand,2005,COMMERCIAL ESTABLISHMENTS,14,326175,21,726320,126,816377,857,3526095
Jharkhand,2005,OTHER PLACES,112,4363167,148,1346923,105,2767690,1522,65845976
Jharkhand,2005,TOTAL (MANUAL),592,30431289,732,21285370,1610,39496852,6195,91696971
Jharkhand,2006,RESIDENTIAL PREMISES,223,11548157,165,5085941,1208,12782195,2624,23634348
Jharkhand,2006,HIGH-WAY,171,5757587,337,13979753,24,105000,65,852526
Jharkhand,2006,RIVER & SEA,0,0,0,0,0,0,0,0
Jharkhand,2006,RAILWAYS,34,2051460,70,1036106,0,0,351,2982284
Jharkhand,2006,RUNNING TRAINS,2,25900,4,55000,0,0,97,646975
Jharkhand,2006,OTHERS RLY.,32,2025560,66,981106,0,0,254,2335309
Jharkhand,2006,BANKS,9,2318435,4,1208610,1,260800,6,120000
Jharkhand,2006,COMMERCIAL ESTABLISHMENTS,24,3614013,40,823050,90,1652972,648,10815732
Jharkhand,2006,OTHER PLACES,75,5889097,163,2622723,105,6468643,2479,33057448
Jharkhand,2006,TOTAL (MANUAL),536,31178749,779,24756183,1428,21269610,6173,71462338
Jharkhand,2007,RESIDENTIAL PREMISES,256,14538575,149,4920910,1248,17948214,3050,31771264
Jharkhand,2007,HIGH-WAY,161,12217078,348,8052715,1,13000,63,1210670
Jharkhand,2007,RIVER & SEA,0,0,0,0,0,0,0,0
Jharkhand,2007,RAILWAYS,23,788139,24,145816,37,659000,417,6511348
Jharkhand,2007,RUNNING TRAINS,19,759286,2,57418,0,0,110,1789930
