area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Chandigarh,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,1,3,275000,675000
Chhattisgarh,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,31,70,21523127,29764683
Dadra & Nagar Haveli,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,0,3,0,981000
Daman & Diu,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,0,0,0,0
Delhi,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,142,691,26528190,237717250
Goa,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,10,17,8450150,16019000
Gujarat,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,153,566,46431414,130514628
Haryana,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,265,713,94379129,155942093
Himachal Pradesh,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,17,40,7450000,15071000
Jammu & Kashmir,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,72,217,23092936,41412991
Jharkhand,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,6,33,1380000,8904000
Karnataka,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,124,315,30147900,75174081
Kerala,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,83,223,15094990,42473529
Lakshadweep,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,0,0,0,0
Madhya Pradesh,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,192,454,72175020,127146749
Maharashtra,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,371,896,115836645,486316611
Manipur,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,1,16,135000,2180000
Meghalaya,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,8,22,2977700,8462000
Mizoram,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,27,36,10534561,13123270
Nagaland,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,6,30,2500000,5850000
Odisha,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,34,114,18147268,45682191
Puducherry,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,4,6,1510000,1755000
Punjab,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,96,234,32877323,60550955
Rajasthan,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,114,342,75825211,100480911
Sikkim,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,1,2,300000,680000
Tamil Nadu,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,115,139,48072936,51616270
Tripura,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,4,4,930000,930000
Uttar Pradesh,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,151,479,56649534,92721534
Uttarakhand,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,10,40,7610000,17757000
West Bengal,2009,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,38,183,10829630,63535874
Andaman & Nicobar Islands,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,0,1,0,120000
Andhra Pradesh,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,625,704,49668566,67374677
Arunachal Pradesh,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,0,1,0,551000
Assam,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,12,45,4294950,13152706
Bihar,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,31,336,7766127,39490056
Chandigarh,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,3,7,800000,1600000
Chhattisgarh,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,43,139,20576554,41764474
Dadra & Nagar Haveli,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,1,5,460000,2441000
Daman & Diu,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,1,1,1400000,1400000
Delhi,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,105,600,11601809,190923260
Goa,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,8,15,5844240,11582767
Gujarat,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,153,592,35317313,84197782
Haryana,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,309,793,82206947,158432574
Himachal Pradesh,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,17,36,10433000,22698300
Jammu & Kashmir,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,53,127,30151637,48984896
Jharkhand,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,13,48,3217745,16159852
Karnataka,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,97,214,29132950,53038885
Kerala,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,75,156,18274547,44652445
Lakshadweep,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,0,0,0,0
Madhya Pradesh,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,139,410,55028156,103946982
Maharashtra,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,279,868,126028228,489509816
Manipur,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,2,5,91900,1894000
Meghalaya,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,2,10,675000,3525000
Mizoram,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,9,13,765000,2465000
Nagaland,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,10,56,5090000,5970000
Odisha,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,49,185,19779857,57402663
Puducherry,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,1,1,40000,40000
Punjab,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,122,194,47332783,86025722
Rajasthan,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,208,419,104130394,133813270
Sikkim,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,0,0,0,0
Tamil Nadu,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,122,149,42118931,45263294
Tripura,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,2,3,335000,1085000
Uttar Pradesh,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,140,491,57892632,96893309
Uttarakhand,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,15,30,9601500,23219850
West Bengal,2010,Cultural Property including Antiques - Property,8. Cultural Property including Antiques,47,305,14557942,78256326
Andaman & Nicobar Islands,2001,Cycle - Property,3. Cycle,0,1,0,2000
Andhra Pradesh,2001,Cycle - Property,3. Cycle,2972,3757,5242771,6030012
Arunachal Pradesh,2001,Cycle - Property,3. Cycle,8,10,11200,14300
Assam,2001,Cycle - Property,3. Cycle,222,643,246117,581110
Bihar,2001,Cycle - Property,3. Cycle,175,525,213476,610820
Chandigarh,2001,Cycle - Property,3. Cycle,93,235,100470,247640
Chhattisgarh,2001,Cycle - Property,3. Cycle,147,294,230579,444226
Dadra & Nagar Haveli,2001,Cycle - Property,3. Cycle,0,0,0,0
Daman & Diu,2001,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2001,Cycle - Property,3. Cycle,126,377,95570,321770
Goa,2001,Cycle - Property,3. Cycle,4,7,7800,12825
Gujarat,2001,Cycle - Property,3. Cycle,367,1282,393466,1611369
Haryana,2001,Cycle - Property,3. Cycle,192,275,310396,399129
Himachal Pradesh,2001,Cycle - Property,3. Cycle,1,1,1200,1200
Jammu & Kashmir,2001,Cycle - Property,3. Cycle,4,12,8000,16670
Jharkhand,2001,Cycle - Property,3. Cycle,18,123,38175,256915
Karnataka,2001,Cycle - Property,3. Cycle,398,717,532207,1214735
Kerala,2001,Cycle - Property,3. Cycle,67,78,76809,96609
Lakshadweep,2001,Cycle - Property,3. Cycle,1,1,2300,2300
Madhya Pradesh,2001,Cycle - Property,3. Cycle,426,853,521009,1101528
Maharashtra,2001,Cycle - Property,3. Cycle,786,1505,1682783,4208716
Manipur,2001,Cycle - Property,3. Cycle,3,6,10000,15205
Meghalaya,2001,Cycle - Property,3. Cycle,0,2,0,3000
Mizoram,2001,Cycle - Property,3. Cycle,0,1,0,3700
Nagaland,2001,Cycle - Property,3. Cycle,1,1,1500,1500
Odisha,2001,Cycle - Property,3. Cycle,216,516,205341,439054
Puducherry,2001,Cycle - Property,3. Cycle,37,66,40910,76349
Punjab,2001,Cycle - Property,3. Cycle,18,36,34150,246550
Rajasthan,2001,Cycle - Property,3. Cycle,104,320,159988,340063
Sikkim,2001,Cycle - Property,3. Cycle,0,0,0,0
Tamil Nadu,2001,Cycle - Property,3. Cycle,2362,2387,3155220,3219613
Tripura,2001,Cycle - Property,3. Cycle,1,2,1600,2600
Uttar Pradesh,2001,Cycle - Property,3. Cycle,485,1454,577550,1299863
Uttarakhand,2001,Cycle - Property,3. Cycle,12,34,12100,28300
West Bengal,2001,Cycle - Property,3. Cycle,84,347,103739,415870
Andaman & Nicobar Islands,2002,Cycle - Property,3. Cycle,0,0,0,0
Andhra Pradesh,2002,Cycle - Property,3. Cycle,2491,3552,5318053,6101863
Arunachal Pradesh,2002,Cycle - Property,3. Cycle,11,11,19730,19730
Assam,2002,Cycle - Property,3. Cycle,353,832,454269,877702
Bihar,2002,Cycle - Property,3. Cycle,170,568,212177,685882
Chandigarh,2002,Cycle - Property,3. Cycle,49,204,68990,359380
Chhattisgarh,2002,Cycle - Property,3. Cycle,130,207,173043,376307
Dadra & Nagar Haveli,2002,Cycle - Property,3. Cycle,3,14,7160,7660
Daman & Diu,2002,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2002,Cycle - Property,3. Cycle,123,250,74850,237951
Goa,2002,Cycle - Property,3. Cycle,1,2,3400,4859
Gujarat,2002,Cycle - Property,3. Cycle,368,1319,442201,1809178
Haryana,2002,Cycle - Property,3. Cycle,214,258,337628,383658
Himachal Pradesh,2002,Cycle - Property,3. Cycle,1,2,900,1300
Jammu & Kashmir,2002,Cycle - Property,3. Cycle,19,26,34740,42690
Jharkhand,2002,Cycle - Property,3. Cycle,64,363,84900,211183
Karnataka,2002,Cycle - Property,3. Cycle,552,863,818431,1424671
Kerala,2002,Cycle - Property,3. Cycle,49,57,59412,69390
Lakshadweep,2002,Cycle - Property,3. Cycle,1,1,8000,8000
Madhya Pradesh,2002,Cycle - Property,3. Cycle,402,958,506432,1136364
Maharashtra,2002,Cycle - Property,3. Cycle,655,1244,1061478,2120897
Manipur,2002,Cycle - Property,3. Cycle,3,14,6550,27950
Meghalaya,2002,Cycle - Property,3. Cycle,0,3,0,3200
Mizoram,2002,Cycle - Property,3. Cycle,1,1,3000,3000
Nagaland,2002,Cycle - Property,3. Cycle,4,5,6000,7500
Odisha,2002,Cycle - Property,3. Cycle,143,339,145874,364221
Puducherry,2002,Cycle - Property,3. Cycle,51,61,66020,72970
Punjab,2002,Cycle - Property,3. Cycle,47,52,83180,91380
Rajasthan,2002,Cycle - Property,3. Cycle,88,279,146052,273879
Sikkim,2002,Cycle - Property,3. Cycle,0,0,0,0
Tamil Nadu,2002,Cycle - Property,3. Cycle,2405,2433,4034150,4063630
Tripura,2002,Cycle - Property,3. Cycle,3,7,3200,9900
Uttar Pradesh,2002,Cycle - Property,3. Cycle,431,936,467405,766854
Uttarakhand,2002,Cycle - Property,3. Cycle,22,36,36650,47950
West Bengal,2002,Cycle - Property,3. Cycle,97,313,137929,796576
Andaman & Nicobar Islands,2003,Cycle - Property,3. Cycle,0,2,0,4000
Andhra Pradesh,2003,Cycle - Property,3. Cycle,2340,3264,3766220,4795503
Arunachal Pradesh,2003,Cycle - Property,3. Cycle,9,10,14300,15800
Assam,2003,Cycle - Property,3. Cycle,341,1038,307364,2201225
Bihar,2003,Cycle - Property,3. Cycle,140,541,270100,1392668
Chandigarh,2003,Cycle - Property,3. Cycle,75,113,118750,155910
Chhattisgarh,2003,Cycle - Property,3. Cycle,90,162,108288,178518
Dadra & Nagar Haveli,2003,Cycle - Property,3. Cycle,1,1,1750,1750
Daman & Diu,2003,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2003,Cycle - Property,3. Cycle,115,176,41208,150300
Goa,2003,Cycle - Property,3. Cycle,6,6,14100,14100
Gujarat,2003,Cycle - Property,3. Cycle,328,1595,370229,1998942
Haryana,2003,Cycle - Property,3. Cycle,175,204,490730,564605
Himachal Pradesh,2003,Cycle - Property,3. Cycle,2,2,3500,3500
Jammu & Kashmir,2003,Cycle - Property,3. Cycle,2,3,3500,5500
Jharkhand,2003,Cycle - Property,3. Cycle,93,265,69657,198683
Karnataka,2003,Cycle - Property,3. Cycle,396,622,619915,1039289
Kerala,2003,Cycle - Property,3. Cycle,43,54,79620,96120
Lakshadweep,2003,Cycle - Property,3. Cycle,0,2,0,6000
Madhya Pradesh,2003,Cycle - Property,3. Cycle,375,803,515107,917068
Maharashtra,2003,Cycle - Property,3. Cycle,516,952,788197,1427156
Manipur,2003,Cycle - Property,3. Cycle,1,8,2000,10400
Meghalaya,2003,Cycle - Property,3. Cycle,0,0,0,0
Mizoram,2003,Cycle - Property,3. Cycle,6,6,64250,64250
Nagaland,2003,Cycle - Property,3. Cycle,0,0,0,0
Odisha,2003,Cycle - Property,3. Cycle,196,397,175402,301232
Puducherry,2003,Cycle - Property,3. Cycle,34,43,45200,51140
Punjab,2003,Cycle - Property,3. Cycle,57,62,101300,104400
Rajasthan,2003,Cycle - Property,3. Cycle,111,234,139600,268000
Sikkim,2003,Cycle - Property,3. Cycle,0,0,0,0
Tamil Nadu,2003,Cycle - Property,3. Cycle,2154,2190,3067760,3105470
Tripura,2003,Cycle - Property,3. Cycle,10,23,20000,46000
Uttar Pradesh,2003,Cycle - Property,3. Cycle,216,397,490765,706570
Uttarakhand,2003,Cycle - Property,3. Cycle,17,31,15950,26650
West Bengal,2003,Cycle - Property,3. Cycle,90,337,105055,401170
Andaman & Nicobar Islands,2004,Cycle - Property,3. Cycle,1,1,2140,2140
Andhra Pradesh,2004,Cycle - Property,3. Cycle,2369,2920,4371905,5278420
Arunachal Pradesh,2004,Cycle - Property,3. Cycle,3,3,6400,6400
Assam,2004,Cycle - Property,3. Cycle,236,677,472290,1572535
Bihar,2004,Cycle - Property,3. Cycle,163,612,186337,657288
Chandigarh,2004,Cycle - Property,3. Cycle,96,144,149500,189000
Chhattisgarh,2004,Cycle - Property,3. Cycle,166,262,212025,318625
Dadra & Nagar Haveli,2004,Cycle - Property,3. Cycle,1,1,2000,2000
Daman & Diu,2004,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2004,Cycle - Property,3. Cycle,90,153,48350,140500
Goa,2004,Cycle - Property,3. Cycle,5,5,10550,10550
Gujarat,2004,Cycle - Property,3. Cycle,288,1346,345357,2301462
Haryana,2004,Cycle - Property,3. Cycle,146,178,280625,308570
Himachal Pradesh,2004,Cycle - Property,3. Cycle,1,2,1500,3100
Jammu & Kashmir,2004,Cycle - Property,3. Cycle,3,4,3700,3700
Jharkhand,2004,Cycle - Property,3. Cycle,64,363,84900,211183
Karnataka,2004,Cycle - Property,3. Cycle,429,594,3561752,3843141
Kerala,2004,Cycle - Property,3. Cycle,37,49,40130,47155
Lakshadweep,2004,Cycle - Property,3. Cycle,0,0,0,0
Madhya Pradesh,2004,Cycle - Property,3. Cycle,378,794,482020,968537
Maharashtra,2004,Cycle - Property,3. Cycle,553,952,846998,1474800
Manipur,2004,Cycle - Property,3. Cycle,0,2,0,6200
Meghalaya,2004,Cycle - Property,3. Cycle,2,3,3600,3600
Mizoram,2004,Cycle - Property,3. Cycle,3,3,6750,6750
Nagaland,2004,Cycle - Property,3. Cycle,0,1,0,2000
Odisha,2004,Cycle - Property,3. Cycle,165,357,562882,1782957
Puducherry,2004,Cycle - Property,3. Cycle,71,79,107900,113450
Punjab,2004,Cycle - Property,3. Cycle,39,40,57225,57225
Rajasthan,2004,Cycle - Property,3. Cycle,98,204,205998,274648
Sikkim,2004,Cycle - Property,3. Cycle,0,0,0,0
Tamil Nadu,2004,Cycle - Property,3. Cycle,2289,2310,3101100,3151030
Tripura,2004,Cycle - Property,3. Cycle,2,6,1200,11000
Uttar Pradesh,2004,Cycle - Property,3. Cycle,351,575,438575,551575
Uttarakhand,2004,Cycle - Property,3. Cycle,23,32,24050,29550
West Bengal,2004,Cycle - Property,3. Cycle,76,239,114900,332980
Andaman & Nicobar Islands,2005,Cycle - Property,3. Cycle,2,2,6000,6000
Andhra Pradesh,2005,Cycle - Property,3. Cycle,2452,2695,4040994,4502425
Arunachal Pradesh,2005,Cycle - Property,3. Cycle,1,1,1500,1500
Assam,2005,Cycle - Property,3. Cycle,230,451,283240,620555
Bihar,2005,Cycle - Property,3. Cycle,108,544,146171,718241
Chandigarh,2005,Cycle - Property,3. Cycle,79,140,101050,171500
Chhattisgarh,2005,Cycle - Property,3. Cycle,97,173,137397,239122
Dadra & Nagar Haveli,2005,Cycle - Property,3. Cycle,2,3,3000,4000
Daman & Diu,2005,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2005,Cycle - Property,3. Cycle,141,190,128310,172900
Goa,2005,Cycle - Property,3. Cycle,1,1,500,500
Gujarat,2005,Cycle - Property,3. Cycle,288,1193,317924,1700148
Haryana,2005,Cycle - Property,3. Cycle,226,270,460170,507230
Himachal Pradesh,2005,Cycle - Property,3. Cycle,1,1,2400,2400
Jammu & Kashmir,2005,Cycle - Property,3. Cycle,5,6,7840,9340
Jharkhand,2005,Cycle - Property,3. Cycle,36,204,48840,172200
Karnataka,2005,Cycle - Property,3. Cycle,413,569,698651,988003
Kerala,2005,Cycle - Property,3. Cycle,57,64,93393,102493
Lakshadweep,2005,Cycle - Property,3. Cycle,0,1,0,2318
Madhya Pradesh,2005,Cycle - Property,3. Cycle,405,792,981615,1382767
Maharashtra,2005,Cycle - Property,3. Cycle,569,1046,929482,1901897
Manipur,2005,Cycle - Property,3. Cycle,1,4,1500,7000
Meghalaya,2005,Cycle - Property,3. Cycle,2,3,4000,5200
Mizoram,2005,Cycle - Property,3. Cycle,0,0,0,0
Nagaland,2005,Cycle - Property,3. Cycle,0,0,0,0
Odisha,2005,Cycle - Property,3. Cycle,188,340,183119,293605
Puducherry,2005,Cycle - Property,3. Cycle,44,46,57950,59450
Punjab,2005,Cycle - Property,3. Cycle,42,49,82100,89350
Rajasthan,2005,Cycle - Property,3. Cycle,119,270,210125,333315
Sikkim,2005,Cycle - Property,3. Cycle,0,1,0,5000
Tamil Nadu,2005,Cycle - Property,3. Cycle,2023,2029,2761000,2792050
Tripura,2005,Cycle - Property,3. Cycle,3,6,6150,11150
Uttar Pradesh,2005,Cycle - Property,3. Cycle,308,493,398670,499020
Uttarakhand,2005,Cycle - Property,3. Cycle,19,31,17500,25550
West Bengal,2005,Cycle - Property,3. Cycle,88,200,141671,348465
Andaman & Nicobar Islands,2006,Cycle - Property,3. Cycle,0,0,0,0
Andhra Pradesh,2006,Cycle - Property,3. Cycle,2056,2506,3543297,4288815
Arunachal Pradesh,2006,Cycle - Property,3. Cycle,3,4,4500,6000
Assam,2006,Cycle - Property,3. Cycle,231,518,444955,1926260
Bihar,2006,Cycle - Property,3. Cycle,119,586,164543,764890
Chandigarh,2006,Cycle - Property,3. Cycle,66,98,120600,146500
Chhattisgarh,2006,Cycle - Property,3. Cycle,118,204,184677,347122
Dadra & Nagar Haveli,2006,Cycle - Property,3. Cycle,0,0,0,0
Daman & Diu,2006,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2006,Cycle - Property,3. Cycle,104,142,70900,188600
Goa,2006,Cycle - Property,3. Cycle,2,2,4750,4750
Gujarat,2006,Cycle - Property,3. Cycle,327,1151,456781,1789998
Haryana,2006,Cycle - Property,3. Cycle,171,202,395785,420935
Himachal Pradesh,2006,Cycle - Property,3. Cycle,0,0,0,0
Jammu & Kashmir,2006,Cycle - Property,3. Cycle,2,2,3400,3400
Jharkhand,2006,Cycle - Property,3. Cycle,57,195,154540,240525
Karnataka,2006,Cycle - Property,3. Cycle,267,346,591811,725273
Kerala,2006,Cycle - Property,3. Cycle,40,51,55780,77880
Lakshadweep,2006,Cycle - Property,3. Cycle,4,4,10400,10400
Madhya Pradesh,2006,Cycle - Property,3. Cycle,348,643,508758,1031746
Maharashtra,2006,Cycle - Property,3. Cycle,442,828,659027,1423754
Manipur,2006,Cycle - Property,3. Cycle,1,4,1000,7000
Meghalaya,2006,Cycle - Property,3. Cycle,3,3,6950,6950
Mizoram,2006,Cycle - Property,3. Cycle,2,2,3400,3400
Nagaland,2006,Cycle - Property,3. Cycle,0,0,0,0
Odisha,2006,Cycle - Property,3. Cycle,164,289,425425,805737
Puducherry,2006,Cycle - Property,3. Cycle,40,45,56150,64050
Punjab,2006,Cycle - Property,3. Cycle,36,41,92300,98900
Rajasthan,2006,Cycle - Property,3. Cycle,86,149,211730,266070
Sikkim,2006,Cycle - Property,3. Cycle,0,0,0,0
Tamil Nadu,2006,Cycle - Property,3. Cycle,1294,1296,2100780,2107780
Tripura,2006,Cycle - Property,3. Cycle,2,9,3900,12400
Uttar Pradesh,2006,Cycle - Property,3. Cycle,247,427,420100,510800
Uttarakhand,2006,Cycle - Property,3. Cycle,10,24,11850,22700
West Bengal,2006,Cycle - Property,3. Cycle,75,201,100465,291491
Andaman & Nicobar Islands,2007,Cycle - Property,3. Cycle,1,1,3000,3000
Andhra Pradesh,2007,Cycle - Property,3. Cycle,1552,1766,4392000,5073200
Arunachal Pradesh,2007,Cycle - Property,3. Cycle,1,4,1500,7500
Assam,2007,Cycle - Property,3. Cycle,230,529,267140,615250
Bihar,2007,Cycle - Property,3. Cycle,110,482,196288,734307
Chandigarh,2007,Cycle - Property,3. Cycle,46,96,77800,110100
Chhattisgarh,2007,Cycle - Property,3. Cycle,133,193,248760,394630
Dadra & Nagar Haveli,2007,Cycle - Property,3. Cycle,0,0,0,0
Daman & Diu,2007,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2007,Cycle - Property,3. Cycle,94,144,66950,142600
Goa,2007,Cycle - Property,3. Cycle,0,1,0,3835
Gujarat,2007,Cycle - Property,3. Cycle,212,691,239959,1000417
Haryana,2007,Cycle - Property,3. Cycle,133,172,457648,628490
Himachal Pradesh,2007,Cycle - Property,3. Cycle,2,3,13200,28200
Jammu & Kashmir,2007,Cycle - Property,3. Cycle,0,0,0,0
Jharkhand,2007,Cycle - Property,3. Cycle,66,208,76223,633475
Karnataka,2007,Cycle - Property,3. Cycle,170,241,379778,616480
Kerala,2007,Cycle - Property,3. Cycle,30,35,39791,47791
Lakshadweep,2007,Cycle - Property,3. Cycle,1,2,2000,4900
Madhya Pradesh,2007,Cycle - Property,3. Cycle,252,458,379208,640655
Maharashtra,2007,Cycle - Property,3. Cycle,379,710,597714,1373586
Manipur,2007,Cycle - Property,3. Cycle,0,4,0,12500
Meghalaya,2007,Cycle - Property,3. Cycle,2,3,3700,7700
Mizoram,2007,Cycle - Property,3. Cycle,3,4,128811,129511
Nagaland,2007,Cycle - Property,3. Cycle,0,0,0,0
Odisha,2007,Cycle - Property,3. Cycle,123,274,186562,298510
Puducherry,2007,Cycle - Property,3. Cycle,27,27,28900,28900
Punjab,2007,Cycle - Property,3. Cycle,48,60,87200,189700
Rajasthan,2007,Cycle - Property,3. Cycle,69,125,180000,337000
Sikkim,2007,Cycle - Property,3. Cycle,1,1,5000,5000
Tamil Nadu,2007,Cycle - Property,3. Cycle,897,904,1453400,1461400
Tripura,2007,Cycle - Property,3. Cycle,5,8,8300,63500
Uttar Pradesh,2007,Cycle - Property,3. Cycle,184,381,262100,402346
Uttarakhand,2007,Cycle - Property,3. Cycle,11,20,14000,21000
West Bengal,2007,Cycle - Property,3. Cycle,47,188,59458,224675
Andaman & Nicobar Islands,2008,Cycle - Property,3. Cycle,0,1,0,5000
Andhra Pradesh,2008,Cycle - Property,3. Cycle,1178,1284,2405400,2639550
Arunachal Pradesh,2008,Cycle - Property,3. Cycle,0,1,0,1500
Assam,2008,Cycle - Property,3. Cycle,496,886,470144,1001511
Bihar,2008,Cycle - Property,3. Cycle,244,722,356765,1020062
Chandigarh,2008,Cycle - Property,3. Cycle,42,105,83000,156900
Chhattisgarh,2008,Cycle - Property,3. Cycle,108,184,246174,405198
Dadra & Nagar Haveli,2008,Cycle - Property,3. Cycle,0,0,0,0
Daman & Diu,2008,Cycle - Property,3. Cycle,0,1,0,2500
Delhi,2008,Cycle - Property,3. Cycle,41,103,72150,139650
Goa,2008,Cycle - Property,3. Cycle,0,3,0,8750
Gujarat,2008,Cycle - Property,3. Cycle,222,662,248200,935265
Haryana,2008,Cycle - Property,3. Cycle,130,168,395900,436250
Himachal Pradesh,2008,Cycle - Property,3. Cycle,1,1,1200,1200
Jammu & Kashmir,2008,Cycle - Property,3. Cycle,4,4,9600,9600
Jharkhand,2008,Cycle - Property,3. Cycle,65,160,96885,333550
Karnataka,2008,Cycle - Property,3. Cycle,81,141,194711,323009
Kerala,2008,Cycle - Property,3. Cycle,32,34,34075,38725
Lakshadweep,2008,Cycle - Property,3. Cycle,0,0,0,0
Madhya Pradesh,2008,Cycle - Property,3. Cycle,227,405,411911,629010
Maharashtra,2008,Cycle - Property,3. Cycle,340,706,579884,1238557
Manipur,2008,Cycle - Property,3. Cycle,2,4,8750,14750
Meghalaya,2008,Cycle - Property,3. Cycle,0,4,0,10000
Mizoram,2008,Cycle - Property,3. Cycle,1,1,2000,2000
Nagaland,2008,Cycle - Property,3. Cycle,0,0,0,0
Odisha,2008,Cycle - Property,3. Cycle,186,369,286414,577806
Puducherry,2008,Cycle - Property,3. Cycle,12,15,23500,30000
Punjab,2008,Cycle - Property,3. Cycle,50,60,102592,125820
Rajasthan,2008,Cycle - Property,3. Cycle,52,84,116700,209000
Sikkim,2008,Cycle - Property,3. Cycle,0,0,0,0
Tamil Nadu,2008,Cycle - Property,3. Cycle,844,847,1661533,1686933
Tripura,2008,Cycle - Property,3. Cycle,8,18,28800,49700
Uttar Pradesh,2008,Cycle - Property,3. Cycle,236,577,361565,544714
Uttarakhand,2008,Cycle - Property,3. Cycle,17,28,22800,34000
West Bengal,2008,Cycle - Property,3. Cycle,70,263,109618,443832
Andaman & Nicobar Islands,2009,Cycle - Property,3. Cycle,0,1,0,2000
Andhra Pradesh,2009,Cycle - Property,3. Cycle,1049,1168,3427440,4630940
Arunachal Pradesh,2009,Cycle - Property,3. Cycle,7,7,21500,21500
Assam,2009,Cycle - Property,3. Cycle,418,932,923480,1958250
Bihar,2009,Cycle - Property,3. Cycle,138,512,242395,875125
Chandigarh,2009,Cycle - Property,3. Cycle,25,67,40000,92800
Chhattisgarh,2009,Cycle - Property,3. Cycle,75,125,131235,189435
Dadra & Nagar Haveli,2009,Cycle - Property,3. Cycle,0,0,0,0
Daman & Diu,2009,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2009,Cycle - Property,3. Cycle,38,65,33200,63400
Goa,2009,Cycle - Property,3. Cycle,0,1,0,2300
Gujarat,2009,Cycle - Property,3. Cycle,118,318,180190,613221
Haryana,2009,Cycle - Property,3. Cycle,59,100,150650,284000
Himachal Pradesh,2009,Cycle - Property,3. Cycle,1,1,2500,2500
Jammu & Kashmir,2009,Cycle - Property,3. Cycle,0,0,0,0
Jharkhand,2009,Cycle - Property,3. Cycle,79,414,112790,466360
Karnataka,2009,Cycle - Property,3. Cycle,48,99,182100,341921
Kerala,2009,Cycle - Property,3. Cycle,32,37,53300,132500
Lakshadweep,2009,Cycle - Property,3. Cycle,1,2,2000,6000
Madhya Pradesh,2009,Cycle - Property,3. Cycle,184,347,381812,592237
