area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Jharkhand,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,13,21,420090,812100
Karnataka,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,35000
Kerala,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Lakshadweep,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Madhya Pradesh,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,22,56,95077,438577
Maharashtra,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,5,21,130369,957464
Manipur,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,20000,45000
Meghalaya,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,4,0,186000
Mizoram,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,7,53500,162250
Nagaland,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Odisha,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Puducherry,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Punjab,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,9,17,226000,476085
Rajasthan,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,14,4700,143500
Sikkim,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Tamil Nadu,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,16,18,228510,243650
Tripura,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,86478,857926
Uttar Pradesh,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,28,98,1578500,4122850
Uttarakhand,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,5,400000,762100
West Bengal,2002,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,8,47275,114327
Andaman & Nicobar Islands,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Andhra Pradesh,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,5,100000,343500
Arunachal Pradesh,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,13,25000,167800
Assam,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,5,21725,74490
Bihar,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,20,35,681750,1560740
Chandigarh,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,20000
Chhattisgarh,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,11,4100,29500
Dadra & Nagar Haveli,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Daman & Diu,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Delhi,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,9,0,649000
Goa,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Gujarat,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,5,71532,364532
Haryana,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,6,14,1186000,1413000
Himachal Pradesh,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,4,10000,65200
Jammu & Kashmir,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,4,10000,20000
Jharkhand,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,13,16,1645447,2025166
Karnataka,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,45000
Kerala,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,42000
Lakshadweep,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Madhya Pradesh,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,19,59,707700,1387325
Maharashtra,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,10,0,505340
Manipur,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,4,75000,660000
Meghalaya,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,2,20000,32000
Mizoram,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,4,15000,65000
Nagaland,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,2,47000,47000
Odisha,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,4,0,114847
Puducherry,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Punjab,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,16,104170,465120
Rajasthan,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,9,5000,14500
Sikkim,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Tamil Nadu,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,18500
Tripura,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,2266230,5943856
Uttar Pradesh,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,34,86,1333000,2950155
Uttarakhand,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,6,152000,282000
West Bengal,2003,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,2,0,85000
Andaman & Nicobar Islands,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Andhra Pradesh,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,1,222000,918000
Arunachal Pradesh,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,11,280000,470000
Assam,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,1,65000,65000
Bihar,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,23,211000,782032
Chandigarh,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,2,0,90000
Chhattisgarh,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,5000,106500
Dadra & Nagar Haveli,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,1,200000,200000
Daman & Diu,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Delhi,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,5,0,365000
Goa,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Gujarat,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,9,1500,129200
Haryana,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,6,10,200800,304690
Himachal Pradesh,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,3,0,37500
Jammu & Kashmir,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,10,0,20000
Jharkhand,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,13,21,420090,812100
Karnataka,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,83,998,7084471,32261179
Kerala,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,1500
Lakshadweep,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Madhya Pradesh,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,13,49,325740,644075
Maharashtra,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,9,18,2005855,4200705
Manipur,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,5,120955,282485
Meghalaya,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,10000
Mizoram,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Nagaland,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,100000
Odisha,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,2,0,30711
Puducherry,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Punjab,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,6,23,316200,1487000
Rajasthan,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,12,200000,287000
Sikkim,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,1,50000,50000
Tamil Nadu,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,2,9200,9200
Tripura,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,4,4654085,5818856
Uttar Pradesh,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,34,93,2017500,4082042
Uttarakhand,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,5,0,240000
West Bengal,2004,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Andaman & Nicobar Islands,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Andhra Pradesh,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,5,213000,421000
Arunachal Pradesh,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,4,28000,209169
Assam,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,1,45000,45000
Bihar,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,6,27,62625,668850
Chandigarh,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,2,0,15000
Chhattisgarh,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,35000,35500
Dadra & Nagar Haveli,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Daman & Diu,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Delhi,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,19,150000,864200
Goa,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,17650
Gujarat,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,5,113400,169760
Haryana,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,14,88000,351000
Himachal Pradesh,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,62000
Jammu & Kashmir,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,5,96840,96840
Jharkhand,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,24,1460,35000
Karnataka,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,14,108,4366014,305845
Kerala,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,2,700,5700
Lakshadweep,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Madhya Pradesh,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,15,59,397061,864111
Maharashtra,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,15,29000,609909
Manipur,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Meghalaya,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,6,118000,210000
Mizoram,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Nagaland,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Odisha,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,50000
Puducherry,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Punjab,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,5,15,204000,634500
Rajasthan,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,6,111000,123200
Sikkim,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,1,50000,50000
Tamil Nadu,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Tripura,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,5,1512095,2022750
Uttar Pradesh,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,19,74,1236620,3206750
Uttarakhand,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,11480
West Bengal,2005,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,3,0,25500
Andaman & Nicobar Islands,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Andhra Pradesh,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,4,375961,435000
Arunachal Pradesh,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,4,16000,286000
Assam,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,1,6000,6000
Bihar,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,32,50,370312,905015
Chandigarh,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,1,150000,220000
Chhattisgarh,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,0
Dadra & Nagar Haveli,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Daman & Diu,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Delhi,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,5,17,3000,639000
Goa,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,2,0,159581
Gujarat,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,5,19670,199620
Haryana,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,14,26,1503500,2010500
Himachal Pradesh,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,3,0,198500
Jammu & Kashmir,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,7,53052,73052
Jharkhand,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,7,20000,177700
Karnataka,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,20000,29000
Kerala,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Lakshadweep,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Madhya Pradesh,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,12,52,136640,688340
Maharashtra,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,8,82162,828449
Manipur,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,35200,155200
Meghalaya,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,30000,57000
Mizoram,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,6,78450,126765
Nagaland,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,10000
Odisha,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,13,115000,1000000
Puducherry,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Punjab,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,5,13,356150,676970
Rajasthan,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,10,0,82000
Sikkim,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Tamil Nadu,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Tripura,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,4,0,286055
Uttar Pradesh,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,25,83,1377661,3840661
Uttarakhand,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,4,469500,640000
West Bengal,2006,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,12000
Andaman & Nicobar Islands,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Andhra Pradesh,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Arunachal Pradesh,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,10,285000,482000
Assam,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Bihar,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,16,43,280731,1277895
Chandigarh,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,4,250000,1530000
Chhattisgarh,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,3,0,5000
Dadra & Nagar Haveli,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Daman & Diu,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Delhi,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,17,52100,515000
Goa,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Gujarat,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,6,5000,71683
Haryana,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,19,220000,482509
Himachal Pradesh,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,3,0,26500
Jammu & Kashmir,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,2,2000,2000
Jharkhand,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,1,0,60000
Karnataka,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,8,1000000,1119200
Kerala,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Lakshadweep,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Madhya Pradesh,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,14,54,566120,1235470
Maharashtra,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,4,10,62031,234711
Manipur,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,3,150000,421615
Meghalaya,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,2,0,32500
Mizoram,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,2,3,24500,34116
Nagaland,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,5,3000,467600
Odisha,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Puducherry,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Punjab,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,9,19,233745,1497745
Rajasthan,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,1,11,52000,88700
Sikkim,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Tamil Nadu,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,0,0,0
Tripura,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,3,4,2000,10000
Uttar Pradesh,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,31,74,1236700,3691500
Uttarakhand,2007,Motor Vehicles -	Motor Cycles/Scooters - Property,4.1 Motor Vehicles - Motor Cycle/Scooters,0,5,0,310000
