area_name,year,group_name,sub_group_name,rank_all_ranks_total,rank_asi_equivalent,rank_aspdyspassttcommandant,rank_below_hc_and_above_constables,rank_constables,rank_dgaddl_dg,rank_dig,rank_head_constables,rank_igsplig,rank_inspectors_equivalent,rank_si_equivalent,rank_sspspaddlspcommandant
Maharashtra,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1,0,1,0,0,0,0,0,0,0,0,0
Odisha,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1767,0,0,352,1180,0,0,196,0,8,30,1
Tripura,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,40,0,0,0,26,0,0,10,0,1,3,0
Uttar Pradesh,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2004,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,165,0,0,8,146,0,0,8,0,0,3,0
Bihar,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,3,0,0,0,0,0,0,0,0,3,0,0
Dadra & Nagar Haveli,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,52,0,0,0,51,0,0,0,0,0,1,0
Goa,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,12,0,0,0,11,0,0,1,0,0,0,0
Gujarat,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,6,0,0,0,5,0,0,1,0,0,0,0
Jammu & Kashmir,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1267,37,2,0,992,0,0,210,0,7,19,0
Kerala,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1,0,1,0,0,0,0,0,0,0,0,0
Odisha,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,178,1,0,0,143,0,0,1,0,8,23,2
Tamil Nadu,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1767,0,0,352,1180,0,0,196,0,8,30,1
Tripura,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2005,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,165,0,0,8,146,0,0,8,0,0,3,0
Bihar,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,3,0,0,0,0,0,0,0,0,3,0,0
Chandigarh,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,307,0,0,0,306,0,0,0,0,0,1,0
Goa,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,12,0,0,0,11,0,0,1,0,0,0,0
Gujarat,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,6,0,0,0,5,0,0,1,0,0,0,0
Jammu & Kashmir,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1312,37,2,0,1025,0,0,222,0,7,19,0
Kerala,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,119,3,6,0,84,0,1,19,0,2,2,2
Maharashtra,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1,0,1,0,0,0,0,0,0,0,0,0
Odisha,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1415,0,0,0,1180,0,0,196,0,8,30,1
Tripura,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,165,0,0,8,146,0,0,8,0,0,3,0
Bihar,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,435,0,0,0,403,0,0,31,0,0,1,0
Goa,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,6,0,0,0,5,0,0,1,0,0,0,0
Jammu & Kashmir,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,771,10,1,0,637,0,0,102,0,4,16,1
Karnataka,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,846,26,1,0,661,0,0,141,0,5,12,0
Kerala,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,119,3,6,0,84,0,1,19,0,2,2,2
Maharashtra,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,100,0,0,0,100,0,0,0,0,0,0,0
Mizoram,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1,0,1,0,0,0,0,0,0,0,0,0
Odisha,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1415,0,0,0,1180,0,0,196,0,8,30,1
Tripura,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,220,0,0,0,194,0,0,22,0,1,3,0
West Bengal,2007,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,193,9,0,8,158,0,0,12,0,0,6,0
Bihar,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,914,18,10,0,689,0,0,164,0,7,25,1
Chandigarh,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,435,0,0,0,403,0,0,31,0,0,1,0
Goa,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,933,18,7,0,706,0,0,165,0,8,25,4
Jammu & Kashmir,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,132,22,0,0,9,0,0,87,0,5,9,0
Maharashtra,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,100,0,0,0,100,0,0,0,0,0,0,0
Mizoram,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,14,0,1,0,13,0,0,0,0,0,0,0
Odisha,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1415,0,0,0,1180,0,0,196,0,8,30,1
Tripura,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,244,0,0,0,194,0,0,44,0,0,6,0
West Bengal,2008,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1,0,1,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,198,16,0,8,163,0,0,8,0,0,3,0
Bihar,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,913,18,10,0,689,0,0,164,0,7,24,1
Chandigarh,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,412,1,0,0,372,0,0,36,0,0,3,0
Goa,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,933,18,7,0,706,0,0,165,0,8,25,4
Jammu & Kashmir,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,132,22,0,0,9,0,0,87,0,5,9,0
Maharashtra,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,100,0,0,0,100,0,0,0,0,0,0,0
Mizoram,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,14,0,1,0,13,0,0,0,0,0,0,0
Odisha,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,904,0,6,0,701,0,0,164,0,8,25,0
Sikkim,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1398,0,0,0,1171,0,0,196,0,0,30,1
Tripura,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,247,0,0,0,197,0,0,44,0,0,6,0
West Bengal,2009,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,198,16,0,8,163,0,0,8,0,0,3,0
