area_name,year,group_name,sub_group_name,rank_all_ranks_total,rank_asi_equivalent,rank_aspdyspassttcommandant,rank_below_hc_and_above_constables,rank_constables,rank_dgaddl_dg,rank_dig,rank_head_constables,rank_igsplig,rank_inspectors_equivalent,rank_si_equivalent,rank_sspspaddlspcommandant
Punjab,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18956,372,145,0,14413,1,7,3289,3,149,497,80
Rajasthan,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12689,0,72,0,10011,1,3,2131,0,102,355,14
Sikkim,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1970,18,10,66,1356,0,1,457,0,18,42,2
Tamil Nadu,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12688,0,46,1554,9035,0,2,1465,1,132,426,27
Tripura,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),10586,0,85,1880,7535,0,0,586,0,135,345,20
Uttar Pradesh,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),33381,0,94,0,26420,1,7,5650,5,280,859,65
Uttarakhand,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3022,0,0,0,2368,0,0,546,0,27,81,0
West Bengal,2003,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),24364,233,117,2730,17968,1,4,2330,2,248,706,25
Andaman & Nicobar Islands,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),615,2,3,0,447,0,1,134,0,6,22,0
Andhra Pradesh,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),13472,609,49,0,9201,0,0,3100,0,140,348,25
Arunachal Pradesh,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3040,28,24,216,2228,0,0,457,0,25,59,3
Assam,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),25914,36,150,2447,18097,0,0,4168,0,235,729,52
Bihar,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),16404,98,93,0,12261,1,2,2994,1,140,798,16
Chandigarh,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),419,0,1,0,343,0,0,61,0,4,10,0
Chhattisgarh,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),10663,550,56,7006,841,1,0,1818,1,92,274,24
Dadra & Nagar Haveli,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),10887,167,39,0,8235,0,1,1996,1,94,339,15
Goa,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),870,19,4,0,667,0,0,151,0,8,21,0
Gujarat,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12295,1083,42,0,9650,0,0,1102,0,104,314,0
Haryana,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4702,214,16,0,3598,1,1,688,1,47,131,5
Himachal Pradesh,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4952,63,29,1010,2736,1,2,892,0,44,163,12
Jammu & Kashmir,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18759,389,146,0,14534,1,2,3048,1,125,458,55
Jharkhand,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3421,33,2,0,3042,0,0,232,0,12,99,1
Karnataka,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4183,119,7,0,3264,0,0,694,0,27,72,0
Kerala,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9719,103,49,0,7867,0,0,1318,0,79,293,10
Lakshadweep,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),20159,1130,45,0,14622,1,7,3499,1,197,634,23
Maharashtra,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15894,1499,58,2961,7493,0,3,3427,1,165,266,21
Manipur,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9480,0,72,0,7206,1,2,1833,1,85,245,35
Meghalaya,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3882,0,30,260,2863,0,0,582,0,36,99,12
Mizoram,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4270,36,32,431,2929,0,0,663,0,45,117,17
Nagaland,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),6294,0,19,752,4776,0,0,571,0,18,144,14
Odisha,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9635,278,79,411,7043,0,0,1450,0,78,270,26
Puducherry,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),683,2,1,0,565,0,0,93,0,5,17,0
Punjab,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18838,372,128,0,14421,1,3,3197,3,150,497,66
Rajasthan,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12690,0,72,0,10011,1,3,2131,1,102,355,14
Sikkim,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1786,38,12,0,1450,0,1,222,1,16,44,2
Tamil Nadu,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12688,0,46,1554,9035,0,2,1465,1,132,426,27
Tripura,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12774,0,93,2069,8242,0,0,1824,0,148,378,20
Uttar Pradesh,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),33352,0,94,0,26421,1,7,5652,5,280,827,65
Uttarakhand,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3022,0,0,0,2368,0,0,546,0,27,81,0
West Bengal,2004,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),24348,233,126,2735,17728,1,4,2324,2,247,923,25
Andaman & Nicobar Islands,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),616,2,3,0,447,0,1,134,0,6,22,1
Andhra Pradesh,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),14372,627,56,0,9876,0,4,3260,1,147,371,30
Arunachal Pradesh,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3040,28,24,216,2228,0,0,457,0,25,59,3
Assam,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),25914,36,150,2447,18097,0,0,4168,0,235,729,52
Bihar,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),16394,95,92,0,12250,1,2,3000,1,138,798,17
Chandigarh,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),419,0,1,0,343,0,0,61,0,4,10,0
Chhattisgarh,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),10865,552,59,835,7121,1,1,1877,1,99,293,26
Dadra & Nagar Haveli,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),13936,236,60,0,10503,0,1,2569,1,118,421,27
Goa,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),719,14,4,0,560,0,0,116,0,6,19,0
Gujarat,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12295,1083,42,0,9650,0,0,1102,0,104,314,0
Haryana,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),7093,297,38,0,5418,1,1,1088,0,47,198,5
Himachal Pradesh,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),5879,81,35,1010,3437,1,2,1056,1,52,188,16
Jammu & Kashmir,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),19300,415,152,3649,10947,1,2,3410,1,139,523,61
Jharkhand,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3490,33,3,0,3042,0,0,300,0,12,99,1
Karnataka,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4191,119,7,0,3269,0,0,695,0,27,74,0
Kerala,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9719,103,49,0,7867,0,0,1318,0,79,293,10
Lakshadweep,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),20082,1130,0,0,14622,0,0,3499,0,197,634,0
Maharashtra,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15894,1499,58,2961,7493,0,3,3427,1,165,266,21
Manipur,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),11402,0,92,0,8690,1,2,2189,0,93,291,44
Meghalaya,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3923,44,31,254,2863,0,0,578,0,38,103,12
Mizoram,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4476,36,33,486,3003,0,0,724,0,46,129,19
Nagaland,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),6505,0,19,757,4982,0,0,571,0,18,144,14
Odisha,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),9634,277,79,411,7043,0,0,1450,0,78,270,26
Puducherry,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),765,3,2,0,637,0,0,100,0,5,18,0
Punjab,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18838,372,128,0,14421,1,3,3197,3,150,497,66
Rajasthan,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12696,0,76,0,10011,1,3,2131,2,102,355,15
Sikkim,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),1832,60,12,263,1345,0,1,87,0,19,43,2
Tamil Nadu,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),14491,0,47,1581,10789,0,2,1468,1,139,438,26
Tripura,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12774,0,93,2069,8242,0,0,1824,0,148,378,20
Uttar Pradesh,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),33380,0,94,0,26420,1,7,5650,5,280,858,65
Uttarakhand,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3022,0,0,0,2368,0,0,546,0,27,81,0
West Bengal,2005,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),24796,1723,127,2539,18548,1,4,824,3,257,733,37
Andaman & Nicobar Islands,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),615,2,3,0,447,0,1,134,0,6,22,0
Andhra Pradesh,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15568,672,60,0,10700,1,4,3541,1,157,401,31
Arunachal Pradesh,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3040,28,24,216,2228,0,0,457,0,25,59,3
Assam,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),25914,36,150,2447,18097,0,0,4168,0,235,729,52
Bihar,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18171,127,106,0,13593,1,2,3319,1,153,851,18
Chandigarh,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),419,0,1,0,343,0,0,61,0,4,10,0
Chhattisgarh,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),11943,556,59,0,8540,0,0,2270,0,120,361,37
Dadra & Nagar Haveli,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15787,282,74,0,11853,0,1,2951,1,128,463,34
Goa,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),720,14,4,0,560,0,0,116,0,6,19,1
Gujarat,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),16288,2383,42,0,12243,0,0,1202,0,104,314,0
Haryana,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4702,214,16,0,3598,1,1,688,1,47,131,5
Himachal Pradesh,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3794,84,15,1010,1842,1,1,685,1,35,111,9
Jammu & Kashmir,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),24816,487,190,17296,1928,1,2,4050,1,167,615,79
Jharkhand,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3824,33,3,0,3042,0,0,634,0,12,99,1
Karnataka,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4314,119,7,0,3360,0,0,727,0,27,74,0
Kerala,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),8449,74,43,0,6827,1,2,1224,2,77,187,12
Lakshadweep,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),21067,1148,0,0,15392,0,0,3663,0,205,659,0
Maharashtra,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),16040,1513,58,2976,7589,0,3,3433,1,165,281,21
Manipur,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),11406,0,93,0,8691,1,3,2189,1,93,291,44
Meghalaya,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3925,44,31,254,2862,0,0,580,0,38,104,12
Mizoram,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),5751,54,56,486,4059,0,0,884,0,53,152,7
Nagaland,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),6507,0,19,759,4982,0,0,571,0,18,144,14
Odisha,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),14891,295,125,657,11030,0,0,2171,0,125,440,48
Puducherry,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),765,3,2,0,637,0,0,100,0,5,18,0
Punjab,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),19731,390,135,0,15093,1,5,3357,3,157,520,70
Rajasthan,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12707,0,87,0,10011,1,3,2131,2,102,355,15
Sikkim,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),2064,60,12,263,1573,0,1,87,0,19,43,6
Tamil Nadu,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),14500,0,52,1581,10789,0,2,1468,1,139,438,30
Tripura,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),13970,0,93,2069,9436,0,2,1824,0,148,378,20
Uttar Pradesh,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),33380,0,94,0,26420,1,7,5650,5,280,858,65
Uttarakhand,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4389,0,34,216,3174,0,1,801,0,45,114,4
West Bengal,2006,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),24841,1749,128,2539,18562,1,3,827,3,259,741,29
Andaman & Nicobar Islands,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),619,2,3,0,447,0,1,134,0,6,26,0
Andhra Pradesh,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),15566,672,60,0,10700,1,2,3541,1,157,401,31
Arunachal Pradesh,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3040,28,24,216,2228,0,0,457,0,25,59,3
Assam,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),25914,36,150,2447,18097,0,0,4168,0,235,729,52
Bihar,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),18250,132,105,0,13637,1,2,3347,1,154,853,18
Chandigarh,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),419,0,1,0,343,0,0,61,0,4,10,0
Chhattisgarh,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),14611,691,113,0,10605,1,3,2589,1,162,426,20
Dadra & Nagar Haveli,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12568,226,58,0,9354,0,1,2401,1,104,395,28
Goa,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),894,18,10,0,675,0,0,160,0,7,23,1
Gujarat,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),16433,2383,57,0,12243,1,1,1294,1,126,314,13
Haryana,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),7474,268,37,0,5701,1,1,1180,1,71,206,8
Himachal Pradesh,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),3777,87,15,0,2840,1,1,674,1,37,112,9
Jammu & Kashmir,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),25777,505,195,17971,1997,1,2,4210,1,174,638,83
Jharkhand,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),12358,55,65,0,9250,0,1,2229,1,115,631,11
Karnataka,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),4651,119,7,0,3626,0,0,796,0,27,76,0
Kerala,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),8464,74,43,0,6827,1,1,1224,1,79,206,8
Lakshadweep,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Sanctioned Police Strength - Armed Police,C2. Santioned Armed Police (Incl. Women Police),21199,1157,0,0,15488,0,0,3685,0,206,663,0
