states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Chandigarh,18.1 - POA Act for crimes committed against SCs,2014,0,0,0,2,0,2,2,0,2,0,0,0,4,0,4
Chandigarh,18.2 - POA Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"19 - Forest Act, 1927",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"22 - Information Technology Act, 2000",2014,6,0,6,8,0,8,0,0,0,0,0,0,14,0,14
Chandigarh,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"25 - Wildlife Protection Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"34 - Prevention of Damage to Public Property Act, 1984",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,3,0,3,5,0,5,4,0,4,0,0,0,12,0,12
Chandigarh,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,56 - Other SLL crimes,2014,14,0,14,21,0,21,11,0,11,0,0,0,46,0,46
Chandigarh,57 - Total Cognizable SLL crimes,2014,755,23,778,644,20,664,237,4,241,43,0,43,1679,47,1726
D&N Haveli,"1 - Arms Act, 1959",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
D&N Haveli,"3 - Gambling Act, 1867",2014,2,0,2,10,0,10,4,0,4,0,0,0,16,0,16
D&N Haveli,"4 - Excise Act, 1944",2014,9,0,9,8,0,8,0,0,0,0,0,0,17,0,17
D&N Haveli,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6 - Explosives and Explosive Substances Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"7 - Immoral Traffic (Prevention) Act, 1956",2014,3,2,5,2,0,2,0,0,0,0,0,0,5,2,7
D&N Haveli,7.1 - Under Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,7.5 - Other Sections under ITP Act,2014,3,2,5,2,0,2,0,0,0,0,0,0,5,2,7
D&N Haveli,"8 - Indian Railways Act, 1989",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"12 - Essential Commodities Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"14 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"16 - Copyright Act, 1957",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
D&N Haveli,18.1 - POA Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,18.2 - POA Act for crimes committed against STs,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
D&N Haveli,"19 - Forest Act, 1927",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"22 - Information Technology Act, 2000",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
D&N Haveli,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"25 - Wildlife Protection Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"34 - Prevention of Damage to Public Property Act, 1984",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,56 - Other SLL crimes,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
D&N Haveli,57 - Total Cognizable SLL crimes,2014,17,2,19,22,0,22,4,0,4,0,0,0,43,2,45
Daman & Diu,"1 - Arms Act, 1959",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,3,0,3,1,0,1,0,0,0,0,0,0,4,0,4
Daman & Diu,"3 - Gambling Act, 1867",2014,20,0,20,24,0,24,17,0,17,2,0,2,63,0,63
Daman & Diu,"4 - Excise Act, 1944",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,6 - Explosives and Explosive Substances Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"7 - Immoral Traffic (Prevention) Act, 1956",2014,17,19,36,10,0,10,3,0,3,0,0,0,30,19,49
Daman & Diu,7.1 - Under Section 5,2014,17,19,36,10,0,10,3,0,3,0,0,0,30,19,49
Daman & Diu,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,7.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"8 - Indian Railways Act, 1989",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"12 - Essential Commodities Act, 1955",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Daman & Diu,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"14 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"16 - Copyright Act, 1957",2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Daman & Diu,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,18.1 - POA Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,18.2 - POA Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"19 - Forest Act, 1927",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"22 - Information Technology Act, 2000",2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
Daman & Diu,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"25 - Wildlife Protection Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"34 - Prevention of Damage to Public Property Act, 1984",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,56 - Other SLL crimes,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,57 - Total Cognizable SLL crimes,2014,42,19,61,36,0,36,21,0,21,2,0,2,101,19,120
Delhi UT,"1 - Arms Act, 1959",2014,523,2,525,263,9,272,34,2,36,1,0,1,821,13,834
Delhi UT,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,199,6,205,156,6,162,31,0,31,2,0,2,388,12,400
Delhi UT,"3 - Gambling Act, 1867",2014,1140,0,1140,682,0,682,130,0,130,1,0,1,1953,0,1953
Delhi UT,"4 - Excise Act, 1944",2014,693,10,703,529,57,586,130,37,167,2,0,2,1354,104,1458
Delhi UT,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,6 - Explosives and Explosive Substances Act,2014,5,0,5,1,0,1,0,0,0,0,0,0,6,0,6
Delhi UT,"7 - Immoral Traffic (Prevention) Act, 1956",2014,8,6,14,9,3,12,0,0,0,0,0,0,17,9,26
Delhi UT,7.1 - Under Section 5,2014,8,6,14,6,0,6,0,0,0,0,0,0,14,6,20
Delhi UT,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,7.4 - Under Section 8,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Delhi UT,7.5 - Other Sections under ITP Act,2014,0,0,0,2,3,5,0,0,0,0,0,0,2,3,5
Delhi UT,"8 - Indian Railways Act, 1989",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Delhi UT,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"11 - Passport Act, 1967",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Delhi UT,"12 - Essential Commodities Act, 1955",2014,20,0,20,40,1,41,7,0,7,0,0,0,67,1,68
Delhi UT,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Delhi UT,"14 - Dowry Prohibition Act, 1961",2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Delhi UT,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"16 - Copyright Act, 1957",2014,13,1,14,108,0,108,9,0,9,1,0,1,131,1,132
Delhi UT,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,21,1,22,26,1,27,9,0,9,0,0,0,56,2,58
Delhi UT,18.1 - POA Act for crimes committed against SCs,2014,21,1,22,25,1,26,9,0,9,0,0,0,55,2,57
Delhi UT,18.2 - POA Act for crimes committed against STs,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Delhi UT,"19 - Forest Act, 1927",2014,4,0,4,18,0,18,10,0,10,0,0,0,32,0,32
Delhi UT,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Delhi UT,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"22 - Information Technology Act, 2000",2014,13,0,13,17,0,17,5,0,5,0,0,0,35,0,35
Delhi UT,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,"24 - Electricity Act, 2003",2014,58,0,58,175,2,177,60,0,60,2,0,2,295,2,297
Delhi UT,"25 - Wildlife Protection Act, 1972",2014,0,0,0,8,0,8,1,0,1,0,0,0,9,0,9
Delhi UT,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Delhi UT,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,26.3 - Against others,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Delhi UT,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
