states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Assam,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,56 - Other SLL crimes,2014,773,0,773,1604,2,1606,243,0,243,0,0,0,2620,2,2622
Assam,57 - Total Cognizable SLL crimes,2014,1706,2,1708,3359,10,3369,494,0,494,40,0,40,5599,12,5611
Bihar,"1 - Arms Act, 1959",2014,1484,0,1484,703,0,703,206,0,206,4,0,4,2397,0,2397
Bihar,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,248,2,250,183,1,184,44,0,44,0,0,0,475,3,478
Bihar,"3 - Gambling Act, 1867",2014,374,0,374,280,0,280,68,0,68,0,0,0,722,0,722
Bihar,"4 - Excise Act, 1944",2014,1563,4,1567,1921,29,1950,763,0,763,41,0,41,4288,33,4321
Bihar,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,6 - Explosives and Explosive Substances Act,2014,109,0,109,92,0,92,9,0,9,0,0,0,210,0,210
Bihar,"7 - Immoral Traffic (Prevention) Act, 1956",2014,37,9,46,37,8,45,5,4,9,0,0,0,79,21,100
Bihar,7.1 - Under Section 5,2014,35,9,44,35,8,43,5,4,9,0,0,0,75,21,96
Bihar,7.2 - Under Section 6,2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Bihar,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,7.5 - Other Sections under ITP Act,2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Bihar,"8 - Indian Railways Act, 1989",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Bihar,"10 - Protection of Civil Rights Act, 1955",2014,5,0,5,10,0,10,0,0,0,0,0,0,15,0,15
Bihar,10.1 - PCR Act for crimes committed against SCs,2014,5,0,5,10,0,10,0,0,0,0,0,0,15,0,15
Bihar,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"12 - Essential Commodities Act, 1955",2014,159,0,159,335,0,335,104,0,104,6,0,6,604,0,604
Bihar,"13 - Antiquities & Art Treasures Act, 1972",2014,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2
Bihar,"14 - Dowry Prohibition Act, 1961",2014,1541,131,1672,1027,101,1128,367,97,464,27,2,29,2962,331,3293
Bihar,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"16 - Copyright Act, 1957",2014,18,0,18,18,0,18,9,0,9,0,0,0,45,0,45
Bihar,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,984,14,998,854,15,869,377,8,385,1,0,1,2216,37,2253
Bihar,18.1 - POA Act for crimes committed against SCs,2014,927,9,936,821,12,833,358,6,364,1,0,1,2107,27,2134
Bihar,18.2 - POA Act for crimes committed against STs,2014,57,5,62,33,3,36,19,2,21,0,0,0,109,10,119
Bihar,"19 - Forest Act, 1927",2014,10,0,10,20,0,20,4,0,4,1,0,1,35,0,35
Bihar,"20 - Prohibition of Child Marriage Act, 2006",2014,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
Bihar,"21 - Protection of Women from Domestic Violence Act, 2005",2014,67,0,67,45,0,45,11,0,11,0,0,0,123,0,123
Bihar,"22 - Information Technology Act, 2000",2014,63,0,63,48,0,48,0,0,0,0,0,0,111,0,111
Bihar,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"24 - Electricity Act, 2003",2014,370,0,370,2010,0,2010,1251,14,1265,35,0,35,3666,14,3680
Bihar,"25 - Wildlife Protection Act, 1972",2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Bihar,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Bihar,26.1 - Against SCs,2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Bihar,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"31 - Unlawful Activities (Prevention) Act, 1967",2014,19,0,19,42,0,42,5,0,5,0,0,0,66,0,66
Bihar,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"34 - Prevention of Damage to Public Property Act, 1984",2014,17,0,17,22,0,22,7,0,7,0,0,0,46,0,46
Bihar,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"36 - Trade Marks Act, 1999",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Bihar,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"39 - Lotteries (Regulation) Act, 1998",2014,29,0,29,12,0,12,0,0,0,0,0,0,41,0,41
Bihar,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"41 - Foreigners Act, 1946",2014,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2
Bihar,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"44 - Representation of People Act, 1951",2014,3,0,3,15,0,15,44,0,44,0,0,0,62,0,62
Bihar,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,56 - Other SLL crimes,2014,1593,78,1671,1359,61,1420,924,84,1008,97,0,97,3973,223,4196
Bihar,57 - Total Cognizable SLL crimes,2014,8704,238,8942,9040,215,9255,4200,207,4407,212,2,214,22156,662,22818
Chhattisgarh,"1 - Arms Act, 1959",2014,515,1,516,229,0,229,48,0,48,0,0,0,792,1,793
Chhattisgarh,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,231,4,235,210,13,223,55,0,55,8,0,8,504,17,521
Chhattisgarh,"3 - Gambling Act, 1867",2014,13027,2,13029,10843,6,10849,3418,0,3418,324,0,324,27612,8,27620
Chhattisgarh,"4 - Excise Act, 1944",2014,5294,194,5488,5855,321,6176,2501,122,2623,229,9,238,13879,646,14525
Chhattisgarh,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,6 - Explosives and Explosive Substances Act,2014,72,2,74,99,0,99,22,0,22,1,0,1,194,2,196
Chhattisgarh,"7 - Immoral Traffic (Prevention) Act, 1956",2014,11,6,17,4,4,8,0,0,0,0,0,0,15,10,25
Chhattisgarh,7.1 - Under Section 5,2014,7,3,10,1,2,3,0,0,0,0,0,0,8,5,13
Chhattisgarh,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,7.5 - Other Sections under ITP Act,2014,4,3,7,3,2,5,0,0,0,0,0,0,7,5,12
Chhattisgarh,"8 - Indian Railways Act, 1989",2014,6,0,6,2,0,2,0,0,0,0,0,0,8,0,8
Chhattisgarh,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"12 - Essential Commodities Act, 1955",2014,30,2,32,35,1,36,2,0,2,1,0,1,68,3,71
Chhattisgarh,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"14 - Dowry Prohibition Act, 1961",2014,10,2,12,8,3,11,1,0,1,0,0,0,19,5,24
Chhattisgarh,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"16 - Copyright Act, 1957",2014,1,0,1,3,0,3,0,0,0,0,0,0,4,0,4
Chhattisgarh,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,185,9,194,133,33,166,46,3,49,10,1,11,374,46,420
Chhattisgarh,18.1 - POA Act for crimes committed against SCs,2014,77,3,80,48,3,51,18,1,19,4,1,5,147,8,155
Chhattisgarh,18.2 - POA Act for crimes committed against STs,2014,108,6,114,85,30,115,28,2,30,6,0,6,227,38,265
Chhattisgarh,"19 - Forest Act, 1927",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Chhattisgarh,"20 - Prohibition of Child Marriage Act, 2006",2014,1,0,1,2,0,2,1,0,1,0,0,0,4,0,4
Chhattisgarh,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"22 - Information Technology Act, 2000",2014,50,2,52,22,0,22,4,0,4,0,0,0,76,2,78
Chhattisgarh,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"24 - Electricity Act, 2003",2014,29,0,29,32,0,32,9,0,9,3,0,3,73,0,73
Chhattisgarh,"25 - Wildlife Protection Act, 1972",2014,8,0,8,16,0,16,3,0,3,0,0,0,27,0,27
Chhattisgarh,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"31 - Unlawful Activities (Prevention) Act, 1967",2014,4,0,4,9,0,9,3,0,3,1,0,1,17,0,17
Chhattisgarh,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"34 - Prevention of Damage to Public Property Act, 1984",2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Chhattisgarh,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Chhattisgarh,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"41 - Foreigners Act, 1946",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,56 - Other SLL crimes,2014,159457,129,159586,63507,62,63569,20834,18,20852,2363,1,2364,246161,210,246371
Chhattisgarh,57 - Total Cognizable SLL crimes,2014,178931,353,179284,81013,443,81456,26947,143,27090,2940,11,2951,289831,950,290781
Goa,"1 - Arms Act, 1959",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,29,0,29,18,0,18,10,2,12,1,0,1,58,2,60
Goa,"3 - Gambling Act, 1867",2014,236,0,236,348,0,348,124,0,124,20,0,20,728,0,728
Goa,"4 - Excise Act, 1944",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,6 - Explosives and Explosive Substances Act,2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Goa,"7 - Immoral Traffic (Prevention) Act, 1956",2014,6,2,8,11,1,12,0,0,0,0,0,0,17,3,20
Goa,7.1 - Under Section 5,2014,4,1,5,8,0,8,0,0,0,0,0,0,12,1,13
Goa,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,7.5 - Other Sections under ITP Act,2014,2,1,3,3,1,4,0,0,0,0,0,0,5,2,7
Goa,"8 - Indian Railways Act, 1989",2014,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
Goa,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"12 - Essential Commodities Act, 1955",2014,0,0,0,1,1,2,2,1,3,0,0,0,3,2,5
Goa,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"14 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"16 - Copyright Act, 1957",2014,3,0,3,1,0,1,0,0,0,0,0,0,4,0,4
Goa,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,3,0,3,4,0,4,3,1,4,2,2,4,12,3,15
Goa,18.1 - POA Act for crimes committed against SCs,2014,3,0,3,3,0,3,2,1,3,1,0,1,9,1,10
Goa,18.2 - POA Act for crimes committed against STs,2014,0,0,0,1,0,1,1,0,1,1,2,3,3,2,5
Goa,"19 - Forest Act, 1927",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"21 - Protection of Women from Domestic Violence Act, 2005",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Goa,"22 - Information Technology Act, 2000",2014,0,1,1,1,0,1,1,0,1,0,0,0,2,1,3
Goa,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"25 - Wildlife Protection Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"27 - Environmental (Protection) Act, 1986",2014,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
Goa,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"34 - Prevention of Damage to Public Property Act, 1984",2014,5,0,5,10,0,10,1,0,1,0,0,0,16,0,16
Goa,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"41 - Foreigners Act, 1946",2014,3,1,4,9,2,11,1,1,2,0,0,0,13,4,17
Goa,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"45 - Emigration Act, 1983",2014,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
Goa,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Goa,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,56 - Other SLL crimes,2014,1143,62,1205,702,36,738,375,15,390,49,2,51,2269,115,2384
Goa,57 - Total Cognizable SLL crimes,2014,1433,66,1499,1109,41,1150,518,20,538,72,4,76,3132,131,3263
Gujarat,"1 - Arms Act, 1959",2014,302,1,303,416,1,417,91,0,91,8,0,8,817,2,819
Gujarat,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,17,0,17,38,3,41,12,0,12,0,0,0,67,3,70
Gujarat,"3 - Gambling Act, 1867",2014,15003,145,15148,16988,388,17376,7880,168,8048,655,9,664,40526,710,41236
Gujarat,"4 - Excise Act, 1944",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,5 - Prohibition Act,2014,54456,20902,75358,74558,42378,116936,31054,25589,56643,1690,1100,2790,161758,89969,251727
Gujarat,6 - Explosives and Explosive Substances Act,2014,16,0,16,38,0,38,7,0,7,0,0,0,61,0,61
Gujarat,"7 - Immoral Traffic (Prevention) Act, 1956",2014,49,3,52,54,13,67,15,3,18,1,0,1,119,19,138
Gujarat,7.1 - Under Section 5,2014,21,2,23,27,5,32,2,2,4,1,0,1,51,9,60
Gujarat,7.2 - Under Section 6,2014,8,1,9,8,1,9,4,1,5,0,0,0,20,3,23
Gujarat,7.3 - Under Section 7,2014,0,0,0,2,2,4,2,0,2,0,0,0,4,2,6
Gujarat,7.4 - Under Section 8,2014,2,0,2,2,1,3,2,0,2,0,0,0,6,1,7
Gujarat,7.5 - Other Sections under ITP Act,2014,18,0,18,15,4,19,5,0,5,0,0,0,38,4,42
Gujarat,"8 - Indian Railways Act, 1989",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"10 - Protection of Civil Rights Act, 1955",2014,9,0,9,12,0,12,11,0,11,0,0,0,32,0,32
Gujarat,10.1 - PCR Act for crimes committed against SCs,2014,9,0,9,12,0,12,11,0,11,0,0,0,32,0,32
