area_name,year,group_name,sub_group_name,pt_1_3_years,pt_3_5_years,pt_5_10_years,pt_6_12_months,pt_less_than_6_months,pt_over_10_years,pt_total
Tripura,2005,PT2. Additional Session Judge,2. Additional Session Judge,154,124,52,34,50,17,431
Uttar Pradesh,2005,PT2. Additional Session Judge,2. Additional Session Judge,3311,4064,2615,625,38,1995,12648
Uttarakhand,2005,PT2. Additional Session Judge,2. Additional Session Judge,74,90,46,12,0,10,232
West Bengal,2005,PT2. Additional Session Judge,2. Additional Session Judge,1513,1464,722,447,179,242,4567
Andhra Pradesh,2006,PT2. Additional Session Judge,2. Additional Session Judge,2452,868,442,1487,128,46,5423
Arunachal Pradesh,2006,PT2. Additional Session Judge,2. Additional Session Judge,0,0,0,0,0,0,0
Assam,2006,PT2. Additional Session Judge,2. Additional Session Judge,404,437,267,202,91,159,1560
Bihar,2006,PT2. Additional Session Judge,2. Additional Session Judge,2541,5129,3958,459,22,1542,13651
Chandigarh,2006,PT2. Additional Session Judge,2. Additional Session Judge,39,22,25,8,6,4,104
Chhattisgarh,2006,PT2. Additional Session Judge,2. Additional Session Judge,560,312,85,324,95,36,1412
Delhi,2006,PT2. Additional Session Judge,2. Additional Session Judge,1627,1072,891,883,145,183,4801
Goa,2006,PT2. Additional Session Judge,2. Additional Session Judge,10,3,,5,,1,19
Gujarat,2006,PT2. Additional Session Judge,2. Additional Session Judge,1108,677,324,391,20,58,2578
Haryana,2006,PT2. Additional Session Judge,2. Additional Session Judge,1270,556,218,537,118,27,2726
Himachal Pradesh,2006,PT2. Additional Session Judge,2. Additional Session Judge,119,39,14,43,20,2,237
Jammu & Kashmir,2006,PT2. Additional Session Judge,2. Additional Session Judge,175,171,155,189,69,38,797
Jharkhand,2006,PT2. Additional Session Judge,2. Additional Session Judge,805,779,852,194,34,294,2958
Karnataka,2006,PT2. Additional Session Judge,2. Additional Session Judge,822,613,256,208,22,33,1954
Kerala,2006,PT2. Additional Session Judge,2. Additional Session Judge,702,1214,285,132,15,17,2365
Madhya Pradesh,2006,PT2. Additional Session Judge,2. Additional Session Judge,3446,1754,309,3191,1985,55,10740
Maharashtra,2006,PT2. Additional Session Judge,2. Additional Session Judge,1534,1554,707,532,59,203,4589
Manipur,2006,PT2. Additional Session Judge,2. Additional Session Judge,0,0,1,0,0,2,3
Meghalaya,2006,PT2. Additional Session Judge,2. Additional Session Judge,0,1,7,0,0,64,72
Mizoram,2006,PT2. Additional Session Judge,2. Additional Session Judge,15,15,12,0,0,0,42
Nagaland,2006,PT2. Additional Session Judge,2. Additional Session Judge,15,2,0,136,91,0,244
Odisha,2006,PT2. Additional Session Judge,2. Additional Session Judge,726,758,233,95,33,35,1880
Puducherry,2006,PT2. Additional Session Judge,2. Additional Session Judge,23,4,1,5,3,,36
Punjab,2006,PT2. Additional Session Judge,2. Additional Session Judge,1062,573,185,353,69,16,2258
Rajasthan,2006,PT2. Additional Session Judge,2. Additional Session Judge,2560,2188,698,927,327,291,6991
Tamil Nadu,2006,PT2. Additional Session Judge,2. Additional Session Judge,1171,828,252,536,333,55,3175
Tripura,2006,PT2. Additional Session Judge,2. Additional Session Judge,66,48,24,34,22,2,196
Uttar Pradesh,2006,PT2. Additional Session Judge,2. Additional Session Judge,3369,3966,2667,678,42,2010,12732
Uttarakhand,2006,PT2. Additional Session Judge,2. Additional Session Judge,103,37,37,76,3,2,258
West Bengal,2006,PT2. Additional Session Judge,2. Additional Session Judge,1729,1157,667,1342,657,182,5734
Andhra Pradesh,2007,PT2. Additional Session Judge,2. Additional Session Judge,2427,1324,438,766,98,50,5103
Arunachal Pradesh,2007,PT2. Additional Session Judge,2. Additional Session Judge,0,0,0,0,0,0,0
Assam,2007,PT2. Additional Session Judge,2. Additional Session Judge,567,148,281,246,81,146,1469
Bihar,2007,PT2. Additional Session Judge,2. Additional Session Judge,2446,3952,3285,200,57,1095,11035
Chandigarh,2007,PT2. Additional Session Judge,2. Additional Session Judge,35,20,11,15,10,1,92
Chhattisgarh,2007,PT2. Additional Session Judge,2. Additional Session Judge,852,322,121,391,142,51,1879
Delhi,2007,PT2. Additional Session Judge,2. Additional Session Judge,1315,2371,1043,925,85,196,5935
Goa,2007,PT2. Additional Session Judge,2. Additional Session Judge,15,6,1,,,,22
Gujarat,2007,PT2. Additional Session Judge,2. Additional Session Judge,1284,584,167,617,21,15,2688
Haryana,2007,PT2. Additional Session Judge,2. Additional Session Judge,1089,529,265,437,94,36,2450
Himachal Pradesh,2007,PT2. Additional Session Judge,2. Additional Session Judge,105,51,25,32,2,7,222
Jammu & Kashmir,2007,PT2. Additional Session Judge,2. Additional Session Judge,82,162,108,40,86,73,551
Jharkhand,2007,PT2. Additional Session Judge,2. Additional Session Judge,1882,738,734,231,7,783,4375
Karnataka,2007,PT2. Additional Session Judge,2. Additional Session Judge,1184,649,302,157,175,26,2493
Kerala,2007,PT2. Additional Session Judge,2. Additional Session Judge,1316,1405,271,155,9,22,3178
Madhya Pradesh,2007,PT2. Additional Session Judge,2. Additional Session Judge,3247,2160,1207,1931,979,199,9723
Maharashtra,2007,PT2. Additional Session Judge,2. Additional Session Judge,1440,1282,649,509,124,242,4246
Manipur,2007,PT2. Additional Session Judge,2. Additional Session Judge,2,0,0,3,1,0,6
Meghalaya,2007,PT2. Additional Session Judge,2. Additional Session Judge,4,1,7,0,0,0,12
Mizoram,2007,PT2. Additional Session Judge,2. Additional Session Judge,61,41,0,93,28,0,223
Nagaland,2007,PT2. Additional Session Judge,2. Additional Session Judge,10,8,0,58,20,0,96
Odisha,2007,PT2. Additional Session Judge,2. Additional Session Judge,587,493,213,92,18,37,1440
Puducherry,2007,PT2. Additional Session Judge,2. Additional Session Judge,15,1,1,5,1,,23
Punjab,2007,PT2. Additional Session Judge,2. Additional Session Judge,1271,560,184,416,69,6,2506
Rajasthan,2007,PT2. Additional Session Judge,2. Additional Session Judge,2106,1523,774,807,461,166,5837
Tamil Nadu,2007,PT2. Additional Session Judge,2. Additional Session Judge,1293,810,327,943,817,86,4276
Tripura,2007,PT2. Additional Session Judge,2. Additional Session Judge,100,68,22,41,28,1,260
Uttar Pradesh,2007,PT2. Additional Session Judge,2. Additional Session Judge,3305,3388,3104,631,,1957,12385
Uttarakhand,2007,PT2. Additional Session Judge,2. Additional Session Judge,193,179,36,100,8,,516
West Bengal,2007,PT2. Additional Session Judge,2. Additional Session Judge,1315,664,713,466,293,192,3643
Andhra Pradesh,2008,PT2. Additional Session Judge,2. Additional Session Judge,1978,1530,655,839,165,28,5195
Arunachal Pradesh,2008,PT2. Additional Session Judge,2. Additional Session Judge,0,0,0,0,0,0,0
Assam,2008,PT2. Additional Session Judge,2. Additional Session Judge,442,161,268,161,39,114,1185
Bihar,2008,PT2. Additional Session Judge,2. Additional Session Judge,2565,3545,2908,365,97,1145,10625
Chandigarh,2008,PT2. Additional Session Judge,2. Additional Session Judge,39,22,6,20,14,0,101
Chhattisgarh,2008,PT2. Additional Session Judge,2. Additional Session Judge,581,231,31,293,269,5,1410
Delhi,2008,PT2. Additional Session Judge,2. Additional Session Judge,549,692,147,83,77,124,1672
Goa,2008,PT2. Additional Session Judge,2. Additional Session Judge,6,2,2,1,0,,11
Gujarat,2008,PT2. Additional Session Judge,2. Additional Session Judge,1308,674,263,364,34,38,2681
Haryana,2008,PT2. Additional Session Judge,2. Additional Session Judge,1417,612,238,621,102,24,3014
Himachal Pradesh,2008,PT2. Additional Session Judge,2. Additional Session Judge,103,45,42,34,7,15,246
Jammu & Kashmir,2008,PT2. Additional Session Judge,2. Additional Session Judge,73,41,84,21,81,58,358
Jharkhand,2008,PT2. Additional Session Judge,2. Additional Session Judge,1425,1430,1009,70,0,488,4422
Karnataka,2008,PT2. Additional Session Judge,2. Additional Session Judge,1153,565,186,288,95,27,2314
Kerala,2008,PT2. Additional Session Judge,2. Additional Session Judge,556,1052,346,96,7,13,2070
Madhya Pradesh,2008,PT2. Additional Session Judge,2. Additional Session Judge,3217,2275,1279,2334,1506,269,10880
Maharashtra,2008,PT2. Additional Session Judge,2. Additional Session Judge,1333,1111,802,547,222,262,4277
Manipur,2008,PT2. Additional Session Judge,2. Additional Session Judge,1,1,0,5,0,2,9
Meghalaya,2008,PT2. Additional Session Judge,2. Additional Session Judge,1,5,6,0,0,1,13
Mizoram,2008,PT2. Additional Session Judge,2. Additional Session Judge,8,0,0,25,88,0,121
Nagaland,2008,PT2. Additional Session Judge,2. Additional Session Judge,20,2,0,17,10,0,49
Odisha,2008,PT2. Additional Session Judge,2. Additional Session Judge,529,466,213,91,124,65,1488
Puducherry,2008,PT2. Additional Session Judge,2. Additional Session Judge,22,2,1,5,5,,35
Punjab,2008,PT2. Additional Session Judge,2. Additional Session Judge,978,845,284,437,93,17,2654
Rajasthan,2008,PT2. Additional Session Judge,2. Additional Session Judge,1397,1197,608,725,138,189,4254
Tamil Nadu,2008,PT2. Additional Session Judge,2. Additional Session Judge,1082,700,311,507,371,65,3036
Tripura,2008,PT2. Additional Session Judge,2. Additional Session Judge,72,59,11,23,30,3,198
Uttar Pradesh,2008,PT2. Additional Session Judge,2. Additional Session Judge,3575,4641,3483,749,,2042,14490
Uttarakhand,2008,PT2. Additional Session Judge,2. Additional Session Judge,94,108,17,91,8,,318
West Bengal,2008,PT2. Additional Session Judge,2. Additional Session Judge,1465,759,135,640,499,40,3538
Andhra Pradesh,2009,PT2. Additional Session Judge,2. Additional Session Judge,3349,1320,507,655,159,69,6059
Arunachal Pradesh,2009,PT2. Additional Session Judge,2. Additional Session Judge,0,0,0,0,0,0,0
Assam,2009,PT2. Additional Session Judge,2. Additional Session Judge,324,271,189,155,29,117,1085
Bihar,2009,PT2. Additional Session Judge,2. Additional Session Judge,2692,3458,2598,307,65,1389,10509
Chandigarh,2009,PT2. Additional Session Judge,2. Additional Session Judge,44,13,3,18,23,2,103
Chhattisgarh,2009,PT2. Additional Session Judge,2. Additional Session Judge,518,282,72,392,190,6,1460
Delhi,2009,PT2. Additional Session Judge,2. Additional Session Judge,598,754,160,91,84,135,1822
Goa,2009,PT2. Additional Session Judge,2. Additional Session Judge,10,10,4,2,7,0,33
Gujarat,2009,PT2. Additional Session Judge,2. Additional Session Judge,1014,542,269,355,45,44,2269
Haryana,2009,PT2. Additional Session Judge,2. Additional Session Judge,1543,583,182,637,95,11,3051
Himachal Pradesh,2009,PT2. Additional Session Judge,2. Additional Session Judge,86,59,34,19,2,8,208
Jammu & Kashmir,2009,PT2. Additional Session Judge,2. Additional Session Judge,126,198,157,55,70,106,712
Jharkhand,2009,PT2. Additional Session Judge,2. Additional Session Judge,2114,2179,1884,0,0,358,6535
Karnataka,2009,PT2. Additional Session Judge,2. Additional Session Judge,776,396,164,515,154,40,2045
Kerala,2009,PT2. Additional Session Judge,2. Additional Session Judge,350,623,267,45,6,14,1305
Madhya Pradesh,2009,PT2. Additional Session Judge,2. Additional Session Judge,3341,1974,1053,1872,1179,257,9676
Maharashtra,2009,PT2. Additional Session Judge,2. Additional Session Judge,1233,1181,800,331,116,248,3909
Manipur,2009,PT2. Additional Session Judge,2. Additional Session Judge,0,5,0,0,1,1,7
Meghalaya,2009,PT2. Additional Session Judge,2. Additional Session Judge,0,3,5,0,0,9,17
Mizoram,2009,PT2. Additional Session Judge,2. Additional Session Judge,23,,,42,166,,231
Nagaland,2009,PT2. Additional Session Judge,2. Additional Session Judge,14,3,1,12,9,,39
Odisha,2009,PT2. Additional Session Judge,2. Additional Session Judge,664,494,343,99,6,122,1728
Puducherry,2009,PT2. Additional Session Judge,2. Additional Session Judge,19,1,1,10,,1,32
Punjab,2009,PT2. Additional Session Judge,2. Additional Session Judge,1209,621,203,372,63,20,2488
Rajasthan,2009,PT2. Additional Session Judge,2. Additional Session Judge,1900,1481,654,691,161,134,5021
Tamil Nadu,2009,PT2. Additional Session Judge,2. Additional Session Judge,949,543,321,389,330,83,2615
Tripura,2009,PT2. Additional Session Judge,2. Additional Session Judge,153,50,9,31,,3,246
Uttar Pradesh,2009,PT2. Additional Session Judge,2. Additional Session Judge,3678,4858,3571,754,,2116,14977
Uttarakhand,2009,PT2. Additional Session Judge,2. Additional Session Judge,103,53,34,43,15,29,277
West Bengal,2009,PT2. Additional Session Judge,2. Additional Session Judge,1121,687,565,619,1313,247,4552
Andhra Pradesh,2010,PT2. Additional Session Judge,2. Additional Session Judge,2052,1214,706,415,30,45,4462
Arunachal Pradesh,2010,PT2. Additional Session Judge,2. Additional Session Judge,0,0,0,0,0,0,0
Assam,2010,PT2. Additional Session Judge,2. Additional Session Judge,424,245,171,161,26,60,1087
Bihar,2010,PT2. Additional Session Judge,2. Additional Session Judge,2859,3773,2869,260,13,1656,11430
Chandigarh,2010,PT2. Additional Session Judge,2. Additional Session Judge,44,23,11,21,19,0,118
Chhattisgarh,2010,PT2. Additional Session Judge,2. Additional Session Judge,540,359,151,578,184,7,1819
Delhi,2010,PT2. Additional Session Judge,2. Additional Session Judge,546,318,356,146,85,52,1503
Goa,2010,PT2. Additional Session Judge,2. Additional Session Judge,31,14,4,17,5,0,71
Gujarat,2010,PT2. Additional Session Judge,2. Additional Session Judge,530,348,176,247,36,27,1364
Haryana,2010,PT2. Additional Session Judge,2. Additional Session Judge,1421,833,334,702,194,40,3524
Himachal Pradesh,2010,PT2. Additional Session Judge,2. Additional Session Judge,98,40,32,24,2,7,203
Jammu & Kashmir,2010,PT2. Additional Session Judge,2. Additional Session Judge,105,153,183,26,38,105,610
Jharkhand,2010,PT2. Additional Session Judge,2. Additional Session Judge,1602,1376,1144,470,0,246,4838
Karnataka,2010,PT2. Additional Session Judge,2. Additional Session Judge,930,615,352,135,29,40,2101
Kerala,2010,PT2. Additional Session Judge,2. Additional Session Judge,278,468,220,32,2,17,1017
Madhya Pradesh,2010,PT2. Additional Session Judge,2. Additional Session Judge,3428,2701,1251,2120,1138,616,11254
Maharashtra,2010,PT2. Additional Session Judge,2. Additional Session Judge,1382,1245,716,315,81,353,4092
Manipur,2010,PT2. Additional Session Judge,2. Additional Session Judge,0,1,0,0,0,1,2
Meghalaya,2010,PT2. Additional Session Judge,2. Additional Session Judge,3,4,4,3,2,4,20
Mizoram,2010,PT2. Additional Session Judge,2. Additional Session Judge,1,0,0,0,0,0,1
Nagaland,2010,PT2. Additional Session Judge,2. Additional Session Judge,50,22,2,49,31,0,154
Odisha,2010,PT2. Additional Session Judge,2. Additional Session Judge,1038,1013,420,130,6,111,2718
Puducherry,2010,PT2. Additional Session Judge,2. Additional Session Judge,131,30,13,50,52,,276
Punjab,2010,PT2. Additional Session Judge,2. Additional Session Judge,1332,747,250,468,61,21,2879
Rajasthan,2010,PT2. Additional Session Judge,2. Additional Session Judge,1572,1168,661,644,187,106,4338
Tamil Nadu,2010,PT2. Additional Session Judge,2. Additional Session Judge,1102,812,284,568,365,46,3177
Tripura,2010,PT2. Additional Session Judge,2. Additional Session Judge,178,44,13,49,46,8,338
Uttar Pradesh,2010,PT2. Additional Session Judge,2. Additional Session Judge,3642,5088,3565,764,0,2128,15187
Uttarakhand,2010,PT2. Additional Session Judge,2. Additional Session Judge,163,68,42,43,14,28,358
West Bengal,2010,PT2. Additional Session Judge,2. Additional Session Judge,882,750,730,511,1212,379,4464
Andaman & Nicobar Islands,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,28,12,2,11,7,0,60
Andhra Pradesh,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2459,889,252,835,126,20,4581
Arunachal Pradesh,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Assam,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3014,1851,558,564,238,137,6362
Bihar,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,285,503,288,93,32,32,1233
Chandigarh,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,37,39,9,33,101,4,223
Chhattisgarh,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1093,806,328,983,1165,144,4519
Dadra & Nagar Haveli,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,77,73,7,16,5,0,178
Daman & Diu,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,51,9,8,14,9,2,93
Delhi,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,80,120,80,14,25,19,338
Goa,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,44,18,16,7,1,3,89
Gujarat,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1996,2444,1257,1135,459,229,7520
Haryana,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2194,1665,500,1185,381,120,6045
Himachal Pradesh,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,683,441,120,228,266,3,1741
Jammu & Kashmir,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,562,544,123,536,619,37,2421
Jharkhand,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,495,640,595,89,11,305,2135
Karnataka,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,4114,2901,1669,1441,1105,358,11588
Kerala,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1212,687,298,665,403,39,3304
Lakshadweep,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1,0,0,2,0,0,3
Madhya Pradesh,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,8253,5359,2540,6208,8339,781,31480
Maharashtra,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2680,2825,2379,832,317,894,9927
Manipur,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,1,3,1,0,3,8
Meghalaya,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,5,3,2,0,0,0,10
Mizoram,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Nagaland,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,4,49,0,53
Odisha,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1063,675,228,348,51,86,2451
Puducherry,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,,,,,0,,
Punjab,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,799,329,80,454,214,4,1880
Rajasthan,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3127,1834,741,1217,789,138,7846
Tamil Nadu,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,476,268,162,224,218,21,1369
Tripura,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,126,90,19,36,38,1,310
Uttar Pradesh,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3402,5741,4347,103,26,809,14428
Uttarakhand,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,555,352,153,149,43,24,1276
West Bengal,2004,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,551,154,156,170,97,37,1165
Andaman & Nicobar Islands,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,11,9,2,18,3,0,43
Andhra Pradesh,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1902,578,167,448,83,25,3203
Arunachal Pradesh,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Assam,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3043,1299,870,1024,445,281,6962
Bihar,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,451,661,499,86,25,192,1914
Chandigarh,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,21,22,14,28,64,4,153
Chhattisgarh,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1262,665,476,1875,1473,195,5946
Dadra & Nagar Haveli,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,35,27,10,34,21,,127
Daman & Diu,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,23,15,7,5,5,1,56
Delhi,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,703,289,742,83,57,43,1917
Goa,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,28,24,10,7,2,1,72
Gujarat,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2313,2392,1288,2423,510,150,9076
Haryana,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2581,2542,564,948,394,92,7121
Himachal Pradesh,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1044,537,139,492,235,17,2464
Jammu & Kashmir,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,569,297,250,407,679,54,2256
Jharkhand,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,328,288,199,130,39,124,1108
Karnataka,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,5026,2904,1316,2263,1178,69,12756
Kerala,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2343,1384,294,1146,369,17,5553
Lakshadweep,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,3,,0,,,3
Madhya Pradesh,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,7116,4822,2950,5349,6998,700,27935
Maharashtra,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3734,3050,1767,1303,474,814,11142
Manipur,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,6,1,1,0,44,13,65
Meghalaya,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,5,7,0,0,0,0,12
Mizoram,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Nagaland,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,6,10,0,16
Odisha,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1133,964,414,190,51,160,2912
Puducherry,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,,4,1,18,26,,49
Punjab,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,851,365,101,536,302,7,2162
Rajasthan,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3229,2032,808,1404,542,172,8187
Sikkim,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,11,2,,12,,,25
Tamil Nadu,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1172,501,232,1151,964,21,4041
Tripura,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,126,73,77,41,46,3,366
Uttar Pradesh,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3913,5782,4351,96,25,824,14991
Uttarakhand,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,365,390,142,149,84,30,1160
West Bengal,2005,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1375,733,157,181,99,87,2632
Andaman & Nicobar Islands,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,31,6,32,3,2,1,75
Andhra Pradesh,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1225,210,172,299,102,13,2021
Arunachal Pradesh,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Assam,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3156,1403,973,1134,489,295,7450
Bihar,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,523,989,682,139,22,332,2687
Chandigarh,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,3,22,41,159,5,230
Chhattisgarh,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1153,611,370,1673,1189,237,5233
Dadra & Nagar Haveli,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,67,34,51,64,10,0,226
Daman & Diu,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,25,12,9,7,4,7,64
Delhi,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,740,424,832,101,62,59,2218
Goa,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,37,55,24,6,8,,130
Gujarat,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3328,2228,953,2471,1462,96,10538
Haryana,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2222,1525,633,1063,435,57,5935
Himachal Pradesh,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,625,453,305,348,300,58,2089
Jammu & Kashmir,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,306,193,284,303,521,192,1799
Jharkhand,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1016,691,589,635,180,276,3387
Karnataka,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,5916,3707,1561,2964,1375,111,15634
Kerala,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1833,1292,450,671,44,12,4302
Lakshadweep,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,,,,,0,,
Madhya Pradesh,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,7709,5354,1938,7438,6808,414,29661
Maharashtra,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2834,2737,1607,1129,251,521,9079
Manipur,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,6,1,2,1,107,8,125
Meghalaya,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3,6,5,0,0,0,14
Mizoram,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Nagaland,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,5,0,0,3,7,0,15
Odisha,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,915,729,311,219,72,58,2304
Puducherry,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,52,2,3,180,498,,735
Punjab,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,903,438,91,457,189,11,2089
Rajasthan,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3031,1861,762,1213,675,291,7833
Sikkim,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,30,5,,16,,,51
Tamil Nadu,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,890,398,121,836,1182,10,3437
Tripura,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,181,52,11,48,34,8,334
Uttar Pradesh,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,4009,5805,4364,74,32,832,15116
Uttarakhand,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,599,322,164,277,78,16,1456
West Bengal,2006,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1811,910,539,1042,526,185,5013
Andaman & Nicobar Islands,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,37,12,21,13,7,3,93
Andhra Pradesh,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2366,1205,388,760,304,52,5075
Arunachal Pradesh,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Assam,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3447,1680,1001,1254,513,274,8169
Bihar,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,413,558,345,58,21,94,1489
