area_name,year,group_name,sub_group_name,police_injured_by_criminals,police_injured_by_riotous_mobs,police_injured_in_accidents,police_injured_in_dacoity_operationsother_raids,police_injured_in_terroristsextremists_operations,police_injured_on_border_duties,police_injured_total_policemen,police_killed_by_criminals,police_killed_by_riotous_mobs,police_killed_in_accidents,police_killed_in_dacoity_operationsother_raids,police_killed_in_terroristsextremists_operations,police_killed_on_border_duties,police_killed_total_policemen
Nagaland,2002,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Police - Head Constables,2. Head Constables,3,0,3,0,0,0,6,0,0,1,0,0,0,1
Puducherry,2002,Police - Head Constables,2. Head Constables,0,0,4,0,0,0,4,0,0,0,0,0,0,0
Punjab,2002,Police - Head Constables,2. Head Constables,2,0,5,0,0,0,7,4,0,15,0,0,0,19
Rajasthan,2002,Police - Head Constables,2. Head Constables,14,12,5,1,0,0,32,0,0,6,0,0,0,6
Sikkim,2002,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Police - Head Constables,2. Head Constables,23,8,41,4,0,0,76,0,8,11,0,0,0,19
Tripura,2002,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,1,0,6,0,7
Uttar Pradesh,2002,Police - Head Constables,2. Head Constables,6,4,3,0,0,0,13,8,6,5,0,0,0,19
Uttarakhand,2002,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2002,Police - Head Constables,2. Head Constables,2,6,5,1,1,0,15,0,0,1,0,0,0,1
Andaman & Nicobar Islands,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Police - Head Constables,2. Head Constables,0,7,11,0,0,0,18,0,0,9,0,0,0,9
Arunachal Pradesh,2003,Police - Head Constables,2. Head Constables,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Assam,2003,Police - Head Constables,2. Head Constables,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Bihar,2003,Police - Head Constables,2. Head Constables,1,0,3,0,5,0,9,3,0,1,0,7,0,11
Chandigarh,2003,Police - Head Constables,2. Head Constables,0,5,1,0,0,0,6,0,0,2,0,0,0,2
Chhattisgarh,2003,Police - Head Constables,2. Head Constables,7,0,0,0,1,0,8,0,0,0,0,4,0,4
Dadra & Nagar Haveli,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2003,Police - Head Constables,2. Head Constables,1,6,9,1,0,0,17,0,0,4,0,0,0,4
Goa,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2003,Police - Head Constables,2. Head Constables,2,4,0,1,0,0,7,0,0,15,0,0,0,15
Haryana,2003,Police - Head Constables,2. Head Constables,2,3,6,0,0,0,11,3,0,5,0,0,0,8
Himachal Pradesh,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Jammu & Kashmir,2003,Police - Head Constables,2. Head Constables,4,1,0,0,11,0,16,2,0,3,0,5,0,10
Jharkhand,2003,Police - Head Constables,2. Head Constables,0,2,0,0,1,0,3,0,0,0,0,3,0,3
Karnataka,2003,Police - Head Constables,2. Head Constables,1,13,5,0,0,0,19,4,0,7,0,0,0,11
Kerala,2003,Police - Head Constables,2. Head Constables,13,75,6,0,0,0,94,0,0,0,0,0,0,0
Lakshadweep,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Police - Head Constables,2. Head Constables,17,40,4,0,0,0,61,0,0,2,1,0,0,3
Maharashtra,2003,Police - Head Constables,2. Head Constables,15,58,15,2,0,0,90,0,0,12,0,1,0,13
Manipur,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nagaland,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2003,Police - Head Constables,2. Head Constables,4,2,0,0,2,0,8,0,0,2,0,0,0,2
Puducherry,2003,Police - Head Constables,2. Head Constables,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Punjab,2003,Police - Head Constables,2. Head Constables,2,0,8,0,0,0,10,5,0,30,0,0,0,35
Rajasthan,2003,Police - Head Constables,2. Head Constables,3,0,5,1,0,0,9,2,0,2,0,0,0,4
Sikkim,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Police - Head Constables,2. Head Constables,11,5,28,0,0,0,44,1,0,17,0,0,0,18
Tripura,2003,Police - Head Constables,2. Head Constables,0,0,0,0,10,0,10,0,0,0,0,4,0,4
Uttar Pradesh,2003,Police - Head Constables,2. Head Constables,5,4,2,3,0,0,14,2,1,10,0,0,0,13
Uttarakhand,2003,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,1,0,7,0,0,0,8
West Bengal,2003,Police - Head Constables,2. Head Constables,1,9,0,0,1,0,11,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Andhra Pradesh,2004,Police - Head Constables,2. Head Constables,8,12,23,1,1,0,45,0,0,15,0,1,0,16
Arunachal Pradesh,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Police - Head Constables,2. Head Constables,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Bihar,2004,Police - Head Constables,2. Head Constables,1,0,4,1,0,0,6,0,1,1,0,0,0,2
Chandigarh,2004,Police - Head Constables,2. Head Constables,0,0,2,0,0,0,2,0,0,2,0,0,0,2
Chhattisgarh,2004,Police - Head Constables,2. Head Constables,0,0,0,0,1,0,1,0,0,3,0,2,0,5
Dadra & Nagar Haveli,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2004,Police - Head Constables,2. Head Constables,3,3,6,0,0,0,12,0,0,3,0,0,0,3
Goa,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2004,Police - Head Constables,2. Head Constables,0,3,1,0,0,0,4,0,0,13,0,0,0,13
Haryana,2004,Police - Head Constables,2. Head Constables,0,0,3,0,0,0,3,0,0,11,0,0,0,11
Himachal Pradesh,2004,Police - Head Constables,2. Head Constables,1,0,0,0,0,0,1,0,0,2,0,0,0,2
Jammu & Kashmir,2004,Police - Head Constables,2. Head Constables,3,0,1,0,16,0,20,1,0,1,0,5,0,7
Jharkhand,2004,Police - Head Constables,2. Head Constables,0,0,0,0,4,0,4,0,0,0,0,5,0,5
Karnataka,2004,Police - Head Constables,2. Head Constables,2,11,11,0,0,0,24,6,0,4,0,0,0,10
Kerala,2004,Police - Head Constables,2. Head Constables,11,19,1,0,0,1,32,0,0,0,0,0,0,0
Lakshadweep,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Police - Head Constables,2. Head Constables,7,5,4,0,0,0,16,1,0,3,1,0,0,5
Maharashtra,2004,Police - Head Constables,2. Head Constables,5,33,8,2,3,0,51,0,0,19,0,0,0,19
Manipur,2004,Police - Head Constables,2. Head Constables,1,0,0,0,0,0,1,0,0,0,0,5,0,5
Meghalaya,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Police - Head Constables,2. Head Constables,0,2,1,2,0,0,5,0,0,3,0,0,0,3
Puducherry,2004,Police - Head Constables,2. Head Constables,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Punjab,2004,Police - Head Constables,2. Head Constables,0,4,6,0,0,0,10,6,0,15,1,0,0,22
Rajasthan,2004,Police - Head Constables,2. Head Constables,3,3,4,0,0,0,10,1,0,5,0,0,0,6
Sikkim,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Police - Head Constables,2. Head Constables,2,9,51,0,0,0,62,1,0,16,1,0,0,18
Tripura,2004,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Police - Head Constables,2. Head Constables,0,7,1,2,1,0,11,1,0,16,0,0,4,21
Uttarakhand,2004,Police - Head Constables,2. Head Constables,0,0,1,0,0,0,1,0,0,3,0,0,0,3
West Bengal,2004,Police - Head Constables,2. Head Constables,2,6,6,1,0,0,15,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Police - Head Constables,2. Head Constables,0,6,16,0,1,0,23,0,2,7,0,4,0,13
Arunachal Pradesh,2005,Police - Head Constables,2. Head Constables,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Assam,2005,Police - Head Constables,2. Head Constables,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Bihar,2005,Police - Head Constables,2. Head Constables,0,0,2,0,0,1,3,0,0,0,0,2,0,2
Chandigarh,2005,Police - Head Constables,2. Head Constables,0,3,2,0,0,0,5,0,0,2,0,0,0,2
Chhattisgarh,2005,Police - Head Constables,2. Head Constables,0,0,0,0,1,0,1,1,0,1,0,0,0,2
Dadra & Nagar Haveli,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Police - Head Constables,2. Head Constables,2,2,6,0,0,0,10,0,0,2,0,0,0,2
Goa,2005,Police - Head Constables,2. Head Constables,1,6,0,0,0,0,7,0,0,0,0,0,0,0
Gujarat,2005,Police - Head Constables,2. Head Constables,1,0,9,0,0,0,10,0,0,10,0,0,0,10
Haryana,2005,Police - Head Constables,2. Head Constables,3,0,4,0,0,0,7,2,0,10,0,0,0,12
Himachal Pradesh,2005,Police - Head Constables,2. Head Constables,6,1,0,1,0,0,8,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Police - Head Constables,2. Head Constables,0,7,0,0,10,0,17,0,0,1,0,2,0,3
Jharkhand,2005,Police - Head Constables,2. Head Constables,1,0,1,0,1,0,3,0,0,0,0,1,0,1
Karnataka,2005,Police - Head Constables,2. Head Constables,3,13,34,0,0,2,52,0,0,0,0,0,5,5
Kerala,2005,Police - Head Constables,2. Head Constables,12,28,4,0,0,0,44,0,0,0,0,0,0,0
Lakshadweep,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Police - Head Constables,2. Head Constables,12,37,3,0,0,0,52,1,0,4,0,0,0,5
Maharashtra,2005,Police - Head Constables,2. Head Constables,11,22,38,2,3,0,76,0,0,17,0,2,0,19
Manipur,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Police - Head Constables,2. Head Constables,0,7,0,0,0,0,7,0,0,0,0,0,0,0
Mizoram,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Odisha,2005,Police - Head Constables,2. Head Constables,0,1,2,0,3,0,6,0,0,0,0,0,0,0
Puducherry,2005,Police - Head Constables,2. Head Constables,0,1,4,0,0,0,5,0,0,0,0,0,0,0
Punjab,2005,Police - Head Constables,2. Head Constables,1,0,6,0,0,0,7,3,0,16,0,0,1,20
Rajasthan,2005,Police - Head Constables,2. Head Constables,2,5,0,0,0,0,7,1,0,3,0,0,0,4
Sikkim,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Police - Head Constables,2. Head Constables,1,7,41,1,0,0,50,0,0,26,0,1,0,27
Tripura,2005,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Police - Head Constables,2. Head Constables,2,1,11,0,2,0,16,2,0,10,1,0,0,13
Uttarakhand,2005,Police - Head Constables,2. Head Constables,0,0,1,0,0,0,1,0,0,2,0,0,0,2
West Bengal,2005,Police - Head Constables,2. Head Constables,0,12,1,0,0,0,13,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Police - Head Constables,2. Head Constables,0,11,6,0,2,0,19,0,0,8,0,1,1,10
Arunachal Pradesh,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,1,0,2,0,3
Bihar,2006,Police - Head Constables,2. Head Constables,0,2,0,1,1,0,4,2,0,1,0,0,0,3
Chandigarh,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Police - Head Constables,2. Head Constables,0,0,1,1,6,0,8,1,0,1,0,2,0,4
Dadra & Nagar Haveli,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Police - Head Constables,2. Head Constables,1,15,2,0,0,0,18,0,0,5,0,0,0,5
Goa,2006,Police - Head Constables,2. Head Constables,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Gujarat,2006,Police - Head Constables,2. Head Constables,2,17,3,0,0,0,22,0,0,13,0,0,0,13
Haryana,2006,Police - Head Constables,2. Head Constables,6,1,5,0,0,0,12,0,0,17,0,0,0,17
Himachal Pradesh,2006,Police - Head Constables,2. Head Constables,0,5,1,0,0,0,6,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Police - Head Constables,2. Head Constables,1,3,3,0,10,0,17,0,0,2,0,11,0,13
Jharkhand,2006,Police - Head Constables,2. Head Constables,1,0,2,0,1,0,4,0,0,0,0,0,0,0
Karnataka,2006,Police - Head Constables,2. Head Constables,4,14,10,11,0,0,39,0,0,1,0,0,0,1
Kerala,2006,Police - Head Constables,2. Head Constables,6,11,3,0,0,0,20,0,0,0,0,0,0,0
Lakshadweep,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Police - Head Constables,2. Head Constables,11,12,6,0,0,2,31,2,0,5,0,0,0,7
Maharashtra,2006,Police - Head Constables,2. Head Constables,9,82,25,4,3,0,123,0,1,24,0,0,0,25
Manipur,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Police - Head Constables,2. Head Constables,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Mizoram,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Police - Head Constables,2. Head Constables,1,9,0,1,0,0,11,0,1,1,0,1,0,3
Puducherry,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2006,Police - Head Constables,2. Head Constables,1,5,15,0,0,0,21,0,0,22,0,0,2,24
Rajasthan,2006,Police - Head Constables,2. Head Constables,2,12,6,0,0,0,20,0,0,3,0,0,0,3
Sikkim,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Police - Head Constables,2. Head Constables,4,3,53,0,0,0,60,0,0,25,0,0,0,25
Tripura,2006,Police - Head Constables,2. Head Constables,0,0,0,0,2,0,2,0,0,0,0,2,0,2
Uttar Pradesh,2006,Police - Head Constables,2. Head Constables,3,4,6,0,0,0,13,3,0,11,0,0,1,15
Uttarakhand,2006,Police - Head Constables,2. Head Constables,0,0,2,0,0,0,2,0,0,1,0,0,0,1
West Bengal,2006,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Police - Head Constables,2. Head Constables,2,8,23,0,2,0,35,0,0,6,0,0,0,6
Arunachal Pradesh,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,1,0,0,0,6,0,7
Bihar,2007,Police - Head Constables,2. Head Constables,0,0,1,0,1,0,2,1,0,0,0,2,0,3
Chandigarh,2007,Police - Head Constables,2. Head Constables,7,2,0,0,0,0,9,0,0,0,0,0,0,0
Chhattisgarh,2007,Police - Head Constables,2. Head Constables,0,0,1,0,0,0,1,0,0,0,0,13,0,13
Dadra & Nagar Haveli,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Police - Head Constables,2. Head Constables,0,10,6,0,0,0,16,0,0,1,0,0,0,1
Goa,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Police - Head Constables,2. Head Constables,2,3,2,2,0,0,9,0,0,5,0,0,0,5
Haryana,2007,Police - Head Constables,2. Head Constables,3,1,2,0,0,0,6,0,0,5,0,0,0,5
Himachal Pradesh,2007,Police - Head Constables,2. Head Constables,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Jammu & Kashmir,2007,Police - Head Constables,2. Head Constables,1,0,0,0,5,0,6,0,0,2,0,3,0,5
Jharkhand,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Karnataka,2007,Police - Head Constables,2. Head Constables,4,3,9,0,0,0,16,1,0,6,0,0,0,7
Kerala,2007,Police - Head Constables,2. Head Constables,25,10,4,0,0,0,39,0,1,2,0,0,0,3
Lakshadweep,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Police - Head Constables,2. Head Constables,16,11,5,0,0,0,32,0,0,4,0,0,0,4
Maharashtra,2007,Police - Head Constables,2. Head Constables,15,54,28,18,1,1,117,0,0,23,0,0,0,23
Manipur,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Nagaland,2007,Police - Head Constables,2. Head Constables,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Odisha,2007,Police - Head Constables,2. Head Constables,3,2,0,9,0,0,14,0,0,0,0,0,0,0
Puducherry,2007,Police - Head Constables,2. Head Constables,13,0,0,0,0,0,13,0,0,0,0,0,0,0
Punjab,2007,Police - Head Constables,2. Head Constables,2,0,11,0,0,0,13,0,0,21,0,0,0,21
Rajasthan,2007,Police - Head Constables,2. Head Constables,4,26,1,0,0,0,31,1,0,7,0,0,0,8
Sikkim,2007,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Police - Head Constables,2. Head Constables,16,4,40,0,0,0,60,0,0,25,0,0,0,25
Tripura,2007,Police - Head Constables,2. Head Constables,1,0,2,0,0,0,3,2,0,1,0,0,0,3
Uttar Pradesh,2007,Police - Head Constables,2. Head Constables,1,0,7,0,0,0,8,2,0,11,0,0,0,13
Uttarakhand,2007,Police - Head Constables,2. Head Constables,0,0,1,0,0,0,1,0,0,1,0,0,0,1
West Bengal,2007,Police - Head Constables,2. Head Constables,0,3,0,0,0,0,3,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Andhra Pradesh,2008,Police - Head Constables,2. Head Constables,2,0,11,0,0,0,13,0,0,3,0,0,0,3
Arunachal Pradesh,2008,Police - Head Constables,2. Head Constables,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Assam,2008,Police - Head Constables,2. Head Constables,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Bihar,2008,Police - Head Constables,2. Head Constables,3,2,2,2,0,0,9,4,0,0,0,0,2,6
Chandigarh,2008,Police - Head Constables,2. Head Constables,1,0,1,0,0,0,2,0,0,0,0,0,0,0
Chhattisgarh,2008,Police - Head Constables,2. Head Constables,2,1,1,0,10,0,14,0,0,0,0,8,0,8
Dadra & Nagar Haveli,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Police - Head Constables,2. Head Constables,7,2,8,0,1,0,18,0,0,3,0,0,0,3
Goa,2008,Police - Head Constables,2. Head Constables,0,7,2,0,0,0,9,0,0,0,0,0,0,0
Gujarat,2008,Police - Head Constables,2. Head Constables,0,9,5,0,0,0,14,0,0,15,0,0,0,15
Haryana,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Himachal Pradesh,2008,Police - Head Constables,2. Head Constables,0,0,2,0,0,0,2,0,0,1,0,0,0,1
Jammu & Kashmir,2008,Police - Head Constables,2. Head Constables,0,67,0,0,2,0,69,0,0,0,0,2,0,2
Jharkhand,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Karnataka,2008,Police - Head Constables,2. Head Constables,5,16,2,1,0,0,24,0,0,4,0,0,0,4
Kerala,2008,Police - Head Constables,2. Head Constables,41,25,7,0,0,0,73,0,0,1,0,0,0,1
Lakshadweep,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Police - Head Constables,2. Head Constables,12,23,7,0,0,0,42,0,0,5,0,0,0,5
Maharashtra,2008,Police - Head Constables,2. Head Constables,14,64,25,18,4,1,126,1,0,23,0,2,0,26
Manipur,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Police - Head Constables,2. Head Constables,1,0,0,0,0,0,1,0,0,0,0,3,0,3
Puducherry,2008,Police - Head Constables,2. Head Constables,5,0,19,0,0,0,24,0,0,0,0,0,0,0
Punjab,2008,Police - Head Constables,2. Head Constables,1,0,3,1,0,0,5,0,0,22,0,0,0,22
Rajasthan,2008,Police - Head Constables,2. Head Constables,1,13,3,1,0,0,18,2,0,9,1,0,0,12
Sikkim,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Police - Head Constables,2. Head Constables,7,13,82,0,0,0,102,0,0,26,0,0,0,26
Tripura,2008,Police - Head Constables,2. Head Constables,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Uttar Pradesh,2008,Police - Head Constables,2. Head Constables,0,1,1,0,0,0,2,0,0,8,0,0,0,8
Uttarakhand,2008,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,1,0,0,0,1
West Bengal,2008,Police - Head Constables,2. Head Constables,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Police - Head Constables,2. Head Constables,2,0,9,0,0,0,11,0,0,10,0,0,0,10
Arunachal Pradesh,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Police - Head Constables,2. Head Constables,1,2,0,0,0,0,3,0,0,0,0,0,0,0
Bihar,2009,Police - Head Constables,2. Head Constables,0,0,1,0,0,0,1,1,0,2,0,1,0,4
Chandigarh,2009,Police - Head Constables,2. Head Constables,0,8,4,0,0,0,12,0,0,3,0,0,0,3
Chhattisgarh,2009,Police - Head Constables,2. Head Constables,1,2,1,0,7,2,13,0,0,1,0,10,0,11
Dadra & Nagar Haveli,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Police - Head Constables,2. Head Constables,6,11,2,0,2,0,21,0,0,1,0,0,0,1
Goa,2009,Police - Head Constables,2. Head Constables,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gujarat,2009,Police - Head Constables,2. Head Constables,0,4,5,0,0,0,9,0,0,13,0,0,1,14
Haryana,2009,Police - Head Constables,2. Head Constables,0,2,0,0,0,0,2,1,0,3,0,0,0,4
Himachal Pradesh,2009,Police - Head Constables,2. Head Constables,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Jammu & Kashmir,2009,Police - Head Constables,2. Head Constables,1,36,1,0,1,0,39,1,0,3,0,1,0,5
Jharkhand,2009,Police - Head Constables,2. Head Constables,0,1,0,0,0,0,1,0,0,1,0,3,0,4
Karnataka,2009,Police - Head Constables,2. Head Constables,7,23,6,0,0,1,37,0,0,6,0,0,0,6
Kerala,2009,Police - Head Constables,2. Head Constables,44,29,13,0,0,0,86,0,0,3,0,0,0,3
Lakshadweep,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Police - Head Constables,2. Head Constables,17,8,5,0,0,7,37,1,0,10,0,0,0,11
Maharashtra,2009,Police - Head Constables,2. Head Constables,14,42,26,5,1,0,88,6,0,27,0,4,0,37
Manipur,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Police - Head Constables,2. Head Constables,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Police - Head Constables,2. Head Constables,0,0,0,2,0,0,2,0,0,0,0,0,0,0
Puducherry,2009,Police - Head Constables,2. Head Constables,5,0,0,0,0,0,5,0,0,0,0,0,0,0
Punjab,2009,Police - Head Constables,2. Head Constables,5,35,1,0,0,0,41,1,0,30,0,0,0,31
