area_name,year,group_name,sub_group_name,police_injured_by_criminals,police_injured_by_riotous_mobs,police_injured_in_accidents,police_injured_in_dacoity_operationsother_raids,police_injured_in_terroristsextremists_operations,police_injured_on_border_duties,police_injured_total_policemen,police_killed_by_criminals,police_killed_by_riotous_mobs,police_killed_in_accidents,police_killed_in_dacoity_operationsother_raids,police_killed_in_terroristsextremists_operations,police_killed_on_border_duties,police_killed_total_policemen
Sikkim,2005,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Police - Inspectors,5. Inspectors,1,1,1,0,0,0,3,0,0,2,0,0,0,2
Tripura,2005,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Uttar Pradesh,2005,Police - Inspectors,5. Inspectors,0,0,2,0,0,0,2,0,0,1,0,0,0,1
Uttarakhand,2005,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2005,Police - Inspectors,5. Inspectors,0,9,1,0,0,0,10,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Police - Inspectors,5. Inspectors,0,12,4,0,0,0,16,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2006,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Chandigarh,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Police - Inspectors,5. Inspectors,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Dadra & Nagar Haveli,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Police - Inspectors,5. Inspectors,0,9,0,0,0,0,9,0,0,0,0,0,0,0
Goa,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Police - Inspectors,5. Inspectors,0,6,0,0,0,0,6,0,0,0,0,0,0,0
Haryana,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Police - Inspectors,5. Inspectors,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Police - Inspectors,5. Inspectors,0,0,0,0,2,0,2,0,0,0,0,1,0,1
Jharkhand,2006,Police - Inspectors,5. Inspectors,1,1,0,0,1,0,3,0,0,0,0,0,0,0
Karnataka,2006,Police - Inspectors,5. Inspectors,0,12,2,2,1,0,17,0,0,0,0,0,0,0
Kerala,2006,Police - Inspectors,5. Inspectors,1,9,1,0,0,0,11,0,0,0,0,0,0,0
Lakshadweep,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Police - Inspectors,5. Inspectors,8,3,0,0,0,0,11,0,1,0,0,0,0,1
Maharashtra,2006,Police - Inspectors,5. Inspectors,4,27,5,0,0,0,36,0,0,2,0,0,0,2
Manipur,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Meghalaya,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Police - Inspectors,5. Inspectors,1,4,0,0,0,0,5,0,0,1,0,0,0,1
Puducherry,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2006,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Rajasthan,2006,Police - Inspectors,5. Inspectors,1,8,1,0,0,0,10,0,0,1,0,0,0,1
Sikkim,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Police - Inspectors,5. Inspectors,3,1,9,0,0,0,13,0,0,2,0,0,0,2
Tripura,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Police - Inspectors,5. Inspectors,0,1,0,0,0,1,2,1,0,0,0,0,0,1
Uttarakhand,2006,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Police - Inspectors,5. Inspectors,1,7,1,0,0,0,9,0,0,1,0,0,0,1
Andaman & Nicobar Islands,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Police - Inspectors,5. Inspectors,0,7,3,0,0,0,10,0,0,0,0,0,0,0
Arunachal Pradesh,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Chandigarh,2007,Police - Inspectors,5. Inspectors,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Chhattisgarh,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Dadra & Nagar Haveli,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Police - Inspectors,5. Inspectors,1,4,2,0,0,0,7,0,0,0,0,0,0,0
Goa,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Police - Inspectors,5. Inspectors,1,5,0,0,0,0,6,0,0,1,0,0,0,1
Haryana,2007,Police - Inspectors,5. Inspectors,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Himachal Pradesh,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Police - Inspectors,5. Inspectors,0,2,1,0,0,0,3,0,0,0,0,0,0,0
Karnataka,2007,Police - Inspectors,5. Inspectors,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Kerala,2007,Police - Inspectors,5. Inspectors,1,4,0,0,0,0,5,0,0,2,0,0,0,2
Lakshadweep,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Police - Inspectors,5. Inspectors,3,5,0,0,0,0,8,0,0,0,1,0,0,1
Maharashtra,2007,Police - Inspectors,5. Inspectors,3,18,5,5,0,0,31,0,0,1,0,0,0,1
Manipur,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Police - Inspectors,5. Inspectors,0,6,0,1,0,0,7,0,0,0,0,0,0,0
Puducherry,2007,Police - Inspectors,5. Inspectors,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Punjab,2007,Police - Inspectors,5. Inspectors,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Rajasthan,2007,Police - Inspectors,5. Inspectors,0,13,0,0,0,0,13,0,0,1,0,0,0,1
Sikkim,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Police - Inspectors,5. Inspectors,1,2,7,0,0,0,10,0,0,4,0,0,0,4
Tripura,2007,Police - Inspectors,5. Inspectors,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Uttar Pradesh,2007,Police - Inspectors,5. Inspectors,0,0,0,1,0,0,1,0,0,1,0,0,0,1
Uttarakhand,2007,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2007,Police - Inspectors,5. Inspectors,0,14,1,0,0,0,15,0,0,1,0,0,0,1
Andaman & Nicobar Islands,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Police - Inspectors,5. Inspectors,0,2,1,0,0,0,3,0,0,0,0,0,0,0
Arunachal Pradesh,2008,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Assam,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2008,Police - Inspectors,5. Inspectors,2,2,2,0,0,0,6,0,0,0,0,0,0,0
Chandigarh,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Police - Inspectors,5. Inspectors,0,3,0,0,2,0,5,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Police - Inspectors,5. Inspectors,0,1,1,0,0,0,2,0,0,0,0,1,0,1
Goa,2008,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Gujarat,2008,Police - Inspectors,5. Inspectors,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Haryana,2008,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Himachal Pradesh,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Police - Inspectors,5. Inspectors,0,15,0,0,3,0,18,0,0,0,0,0,0,0
Jharkhand,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2008,Police - Inspectors,5. Inspectors,3,5,0,0,0,0,8,0,0,1,0,0,0,1
Kerala,2008,Police - Inspectors,5. Inspectors,4,13,0,0,0,0,17,0,0,0,0,0,0,0
Lakshadweep,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Police - Inspectors,5. Inspectors,8,4,1,0,0,0,13,0,0,0,0,0,0,0
Maharashtra,2008,Police - Inspectors,5. Inspectors,5,27,3,5,5,0,45,0,0,1,0,2,0,3
Manipur,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Police - Inspectors,5. Inspectors,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Punjab,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Police - Inspectors,5. Inspectors,2,5,4,0,0,0,11,0,0,0,0,0,0,0
Sikkim,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Police - Inspectors,5. Inspectors,4,2,5,0,0,0,11,0,0,5,0,0,0,5
Tripura,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Uttarakhand,2008,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2008,Police - Inspectors,5. Inspectors,0,9,5,0,0,0,14,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Police - Inspectors,5. Inspectors,0,2,4,0,0,0,6,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2009,Police - Inspectors,5. Inspectors,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Chandigarh,2009,Police - Inspectors,5. Inspectors,0,6,0,0,0,0,6,0,0,0,0,0,0,0
Chhattisgarh,2009,Police - Inspectors,5. Inspectors,1,5,0,0,0,1,7,0,0,0,0,1,0,1
Dadra & Nagar Haveli,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Police - Inspectors,5. Inspectors,2,6,0,0,0,0,8,0,0,0,0,0,0,0
Goa,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Police - Inspectors,5. Inspectors,0,2,0,0,0,0,2,0,0,2,0,0,0,2
Haryana,2009,Police - Inspectors,5. Inspectors,0,2,0,0,0,0,2,0,0,0,0,0,1,1
Himachal Pradesh,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Police - Inspectors,5. Inspectors,0,3,0,0,0,0,3,0,0,0,0,0,0,0
Jharkhand,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Police - Inspectors,5. Inspectors,0,5,0,0,0,0,5,0,0,0,0,0,0,0
Kerala,2009,Police - Inspectors,5. Inspectors,5,12,1,0,0,0,18,0,0,0,0,0,0,0
Lakshadweep,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Police - Inspectors,5. Inspectors,2,7,0,1,0,3,13,0,0,0,0,0,0,0
Maharashtra,2009,Police - Inspectors,5. Inspectors,3,24,6,2,0,0,35,0,0,2,0,1,0,3
Manipur,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,1,0,0,0,1
Puducherry,2009,Police - Inspectors,5. Inspectors,1,1,0,0,0,0,2,0,0,0,0,0,0,0
Punjab,2009,Police - Inspectors,5. Inspectors,1,2,0,0,0,0,3,0,0,0,0,0,0,0
Rajasthan,2009,Police - Inspectors,5. Inspectors,5,3,1,0,0,0,9,0,0,0,0,0,0,0
Sikkim,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Police - Inspectors,5. Inspectors,0,1,5,0,0,0,6,0,0,1,0,0,0,1
Tripura,2009,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Police - Inspectors,5. Inspectors,1,3,0,1,0,0,5,0,0,0,0,0,0,0
Uttarakhand,2009,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,0,0,0,0,0
West Bengal,2009,Police - Inspectors,5. Inspectors,0,3,2,0,3,0,8,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Police - Inspectors,5. Inspectors,0,9,0,0,0,0,9,0,0,1,0,0,0,1
Arunachal Pradesh,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Bihar,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Police - Inspectors,5. Inspectors,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Chhattisgarh,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Police - Inspectors,5. Inspectors,0,7,0,0,0,0,7,0,0,1,0,0,0,1
Goa,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2010,Police - Inspectors,5. Inspectors,0,1,0,0,0,0,1,0,0,2,0,0,0,2
Haryana,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Police - Inspectors,5. Inspectors,0,60,0,0,2,0,62,0,0,0,0,0,0,0
Jharkhand,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Karnataka,2010,Police - Inspectors,5. Inspectors,1,4,1,1,0,0,7,0,0,0,0,0,0,0
Kerala,2010,Police - Inspectors,5. Inspectors,3,6,0,0,0,0,9,0,0,0,0,0,0,0
Lakshadweep,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Police - Inspectors,5. Inspectors,5,1,0,0,0,0,6,0,0,0,0,0,0,0
Maharashtra,2010,Police - Inspectors,5. Inspectors,2,26,0,0,0,0,28,0,0,3,0,1,0,4
Manipur,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Police - Inspectors,5. Inspectors,1,1,0,2,0,0,4,0,0,0,0,0,0,0
Puducherry,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Rajasthan,2010,Police - Inspectors,5. Inspectors,10,7,0,0,0,0,17,1,0,0,0,0,0,1
Sikkim,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Police - Inspectors,5. Inspectors,0,3,3,1,0,0,7,0,0,2,0,0,0,2
Tripura,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2010,Police - Inspectors,5. Inspectors,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Uttarakhand,2010,Police - Inspectors,5. Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Police - Inspectors,5. Inspectors,1,13,1,0,0,0,15,1,0,1,0,0,0,2
Andaman & Nicobar Islands,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,5,0,0,0,0,5,0,0,0,0,0,0,0
Arunachal Pradesh,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Chandigarh,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Goa,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Haryana,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,7,0,8,1,0,0,0,1,0,2
Jharkhand,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Karnataka,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,3,0,0,0,0,3,0,0,0,0,0,0,0
Kerala,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,5,0,0,0,0,5,0,0,0,0,0,0,0
Lakshadweep,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Police - Other Gazetted Officers,6. Gazetted Officers,5,2,0,0,0,0,7,0,0,1,0,0,0,1
Maharashtra,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,9,0,0,0,0,9,0,0,2,0,0,0,2
Manipur,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2001,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Punjab,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Police - Other Gazetted Officers,6. Gazetted Officers,3,5,0,0,0,0,8,0,0,0,0,0,0,0
Sikkim,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,5,0,0,0,0,5,0,0,0,0,0,0,0
Tripura,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Uttar Pradesh,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,2,0,0,0,4,0,0,0,0,0,0,0
Uttarakhand,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2001,Police - Other Gazetted Officers,6. Gazetted Officers,0,6,1,0,0,0,7,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,3,0,0,1,0,4,0,0,0,0,0,0,0
Arunachal Pradesh,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Chandigarh,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2002,Police - Other Gazetted Officers,6. Gazetted Officers,1,15,0,0,1,0,17,0,0,0,0,0,0,0
Haryana,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,5,0,5,0,0,0,0,1,0,1
Jharkhand,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Karnataka,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,9,1,0,0,0,10,0,0,0,0,0,0,0
Kerala,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,9,1,0,0,0,10,0,0,0,0,0,0,0
Lakshadweep,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Police - Other Gazetted Officers,6. Gazetted Officers,10,1,1,8,0,0,20,1,0,0,0,0,0,1
Maharashtra,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,18,0,0,0,0,18,0,0,1,0,0,0,1
Manipur,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Mizoram,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
